Trddt,Square,Stkcd
2005-04-08,3.2252004510691004,1
2005-04-11,2.4758968921599798,1
2005-04-12,0.3199271209542488,1
2005-04-13,2.022035557997777,1
2005-04-14,2.0217616503192724,1
2005-04-15,3.97816647694197,1
2005-04-18,2.3369892781310133,1
2005-04-19,1.2809789755481629,1
2005-04-20,1.5450121447373617,1
2005-04-25,1.49483962138793,1
2005-04-27,2.105098634707597,1
2005-04-28,2.5385678152378106,1
2005-04-29,7.886340727817081,1
2005-05-09,2.123105047463635,1
2005-05-10,1.2994549219232203,1
2005-05-11,0.7355480018690709,1
2005-05-12,0.1850131234074451,1
2005-05-13,0.92274269517942,1
2005-05-16,0.2699144579142181,1
2005-05-17,1.0305231065439795,1
2005-05-18,0.65641981267047,1
2005-05-19,0.828763499957506,1
2005-05-20,2.092983189152534,1
2005-05-23,1.667762514459201,1
2005-05-24,0.8591685997551198,1
2005-05-25,0.2865550126555102,1
2005-05-26,0.1824604342708789,1
2005-05-27,0.4732883401916896,1
2005-05-30,1.1642546648011307,1
2005-05-31,2.537195741086691,1
2005-06-01,0.1770633597486919,1
2005-06-02,1.948463061601369,1
2005-06-03,0.4692553998513291,1
2005-06-06,0.6366608418989506,1
2005-06-07,0.3196079589290613,1
2005-06-08,0.2979395348386783,1
2005-06-09,0.378035085893795,1
2005-06-10,0.7499178839990553,1
2005-06-13,0.629512032394511,1
2005-06-14,0.7480151114040435,1
2005-06-15,1.0853791546305434,1
2005-06-16,0.3115204213818586,1
2005-06-20,1.1260715882097712,1
2005-06-21,0.2916283235970693,1
2005-06-22,0.4250002092442833,1
2005-06-23,1.7295848561000673,1
2005-06-24,0.4780301136560982,1
2005-06-27,0.3518357193501558,1
2005-06-28,0.4583532460127819,1
2005-06-29,0.2212813542245811,1
2005-06-30,0.9718637305791614,1
2005-07-01,1.1960697523201498,1
2005-07-05,0.3721452009128722,1
2005-07-07,0.2997798756617764,1
2005-07-08,0.4431888126306103,1
2005-07-11,1.8264722470674104,1
2005-07-12,1.3585109351559492,1
2005-07-13,0.3168586217121673,1
2005-07-14,0.3487612429646031,1
2005-07-15,0.5558589005678449,1
2005-07-18,1.459254369072831,1
2005-07-19,1.3586902371954943,1
2005-07-20,0.8405906889422555,1
2005-07-21,0.2929237907018827,1
2005-07-22,0.6274848110959779,1
2005-07-25,0.8226851586726044,1
2005-07-26,0.3190186636489029,1
2005-07-27,0.3527183631948075,1
2005-07-28,0.5623153871360849,1
2005-07-29,0.5737235290182352,1
2005-08-01,1.08147338952761,1
2005-08-03,0.7213994257380879,1
2005-08-05,0.4733032148124991,1
2005-08-10,0.6904843396106012,1
2005-08-11,1.2863074322534098,1
2005-08-16,0.2767326772976418,1
2005-08-17,0.956853563181127,1
2005-08-18,0.8213402799893791,1
