Trddt,BQ100,Stkcd
2005-01-04,0.9469700658583836,1
2005-01-05,0.4945568337080297,1
2005-01-06,0.8648252938195458,1
2005-01-10,1.4100697061205714,1
2005-01-18,1.786225238516027,1
2005-01-19,1.0406837123136217,1
2005-01-20,0.6295791390064837,1
2005-01-21,1.2063976113247843,1
2005-01-24,1.2614482484375718,1
2005-01-26,1.326575496428159,1
2005-01-27,0.5042583450478851,1
2005-01-31,1.665793827280895,1
2005-02-01,1.6660658689499357,1
2005-02-02,0.4918868969640823,1
2005-02-03,0.661765101535154,1
2005-02-04,0.8415013002567675,1
2005-02-16,1.060606815898304,1
2005-02-18,0.918382963053632,1
2005-02-21,0.5933748622337653,1
2005-02-22,1.1788517196094697,1
2005-02-23,1.129412409967024,1
2005-02-24,1.4967343006410403,1
2005-02-28,0.4756701641324874,1
2005-03-04,0.4447151362959857,1
2005-03-09,0.8509671633259827,1
2005-03-14,0.432370112574231,1
2005-03-16,0.7226231178255154,1
2005-03-21,0.688858542370243,1
2005-03-22,0.7392214344204762,1
2005-03-23,0.9503306378487584,1
2005-03-24,0.654252298024804,1
2005-03-28,1.09158488956879,1
2005-03-30,1.2322858608212497,1
2005-04-04,0.7832883981761939,1
2005-04-05,1.0956450420161152,1
2005-04-06,0.3991867362603737,1
2005-04-08,3.2553399563930085,1
2005-04-11,2.246647390553039,1
2005-04-12,1.4572906883160963,1
2005-04-13,2.124412670219761,1
2005-04-14,1.2932486984514338,1
2005-04-15,2.557355433604091,1
2005-04-18,1.017404192971331,1
2005-04-19,1.4158961138692103,1
2005-04-20,1.6931204719921191,1
2005-04-25,2.4544301167852267,1
2005-04-27,1.3955760292618549,1
2005-04-28,0.8753819029370349,1
2005-04-29,1.8744895216996371,1
2005-05-09,2.230113192711204,1
2005-05-10,0.4691869929838148,1
2005-05-11,0.9197130213029776,1
2005-05-12,0.9406258870859444,1
2005-05-13,2.0907184245436667,1
2005-05-16,0.9207712455880588,1
2005-05-17,1.735439983230333,1
2005-05-18,1.8033128264947815,1
2005-05-19,1.0836510929125946,1
2005-05-20,1.9508692515627004,1
2005-05-23,1.0101160758451089,1
2005-05-24,0.3540488455157391,1
2005-05-25,0.5608904238841561,1
2005-05-26,0.4981710037029507,1
2005-05-27,1.5837525986379846,1
2005-05-30,0.6699753688466225,1
2005-05-31,2.8728630951621503,1
2005-06-01,0.4911028913367318,1
2005-06-02,0.9625704452260976,1
2005-06-03,0.9290002052445387,1
2005-06-06,0.6507970235366421,1
2005-06-07,1.330433686721789,1
2005-06-08,0.6743789342094352,1
2005-06-09,0.4779605680142741,1
2005-06-10,1.6182539843290669,1
2005-06-13,0.4236356279024699,1
2005-06-15,0.6655610152089947,1
2005-06-16,0.781032651435094,1
2005-06-20,0.5942234701028808,1
2005-06-21,1.0356222149836751,1
2005-06-22,1.3185289932558746,1
2005-06-23,1.71251244966002,1
2005-06-24,0.7202155334242678,1
2005-06-27,0.59450584801096,1
2005-06-28,0.7928560971958165,1
2005-06-29,1.0237817928944966,1
2005-06-30,1.0316513047758715,1
2005-07-01,1.2482712303129666,1
2005-07-05,0.6981362959862278,1
2005-07-07,0.9599564208325072,1
