Trddt,Square,Stkcd
2005-04-08,2.198035157322675,1
2005-04-11,0.7111108800386804,1
2005-04-12,0.2147317588235754,1
2005-04-13,1.48041241822855,1
2005-04-14,1.702693842944069,1
2005-04-15,2.1534161221294483,1
2005-04-18,2.1002915913506794,1
2005-04-19,0.6713568110258978,1
2005-04-20,1.3184187651315786,1
2005-04-25,0.8432335877462535,1
2005-04-27,0.2040499516375791,1
2005-04-28,2.80595035921138,1
2005-04-29,4.243978373993225,1
2005-05-09,1.2910167242708053,1
2005-05-10,0.5233129235049829,1
2005-05-11,0.633512787344091,1
2005-05-12,0.1607855627848677,1
2005-05-13,0.7501687689944663,1
2005-05-16,0.1766935483445938,1
2005-05-17,0.8316555989915754,1
2005-05-18,0.5057319631999047,1
2005-05-19,0.502805619316358,1
2005-05-20,1.14310925351652,1
2005-05-23,1.4662143788639292,1
2005-05-24,1.1704758137514093,1
2005-05-25,0.0835516628340076,1
2005-05-26,0.1381233537104654,1
2005-05-27,0.3779075119198825,1
2005-05-30,1.0222062215029375,1
2005-05-31,2.136641742440013,1
2005-06-01,0.1152388041755562,1
2005-06-02,1.2689706636121434,1
2005-06-03,0.1935745394752838,1
2005-06-06,0.4154905967491784,1
2005-06-07,0.2630840996813763,1
2005-06-08,0.2584013775945403,1
2005-06-09,0.1205844926383554,1
2005-06-10,0.3678797374350869,1
2005-06-13,0.4048967733032296,1
2005-06-14,0.6397842189583662,1
2005-06-15,0.5026596896598111,1
2005-06-16,0.1690262263859948,1
2005-06-20,1.0960548379395176,1
2005-06-21,0.105046284761904,1
2005-06-22,0.3310111923126115,1
2005-06-23,1.198962918246416,1
2005-06-24,0.4303868831605107,1
2005-06-27,0.1636975449172073,1
2005-06-28,0.2719676466482222,1
2005-06-29,0.1219178976285852,1
2005-06-30,0.8460994285803101,1
2005-07-01,0.3378231276190994,1
2005-07-05,0.1210271281850473,1
2005-07-07,0.0786890802723697,1
2005-07-08,0.3821446050522452,1
2005-07-11,1.456746753646265,1
2005-07-12,1.8298057714598297,1
2005-07-13,0.1278022241679183,1
2005-07-14,0.2225573012112033,1
2005-07-15,0.4741246769703017,1
2005-07-18,0.7546445026273704,1
2005-07-19,0.829766386845335,1
2005-07-20,0.5827425474917457,1
2005-07-21,0.1439909619091923,1
2005-07-22,0.5816993475577675,1
2005-07-25,0.6144012873925594,1
2005-07-26,0.1749746519189514,1
2005-07-27,0.2546833320376293,1
2005-07-28,0.1135040962004811,1
2005-07-29,0.2209991937286258,1
2005-08-01,0.7929057683399613,1
2005-08-03,0.4494083620609184,1
2005-08-05,0.3941627422721348,1
2005-08-10,0.2036356561453477,1
2005-08-11,0.60560522979917,1
2005-08-16,0.1833080683768607,1
2005-08-17,0.5977565602322724,1
2005-08-18,0.2048490421911757,1
2005-08-22,0.1543290603154392,1
2005-08-23,0.3367945812734867,1
2005-08-26,0.1507989543678156,1
2005-08-29,0.1050228040529772,1
2005-08-30,0.2254146431968978,1
2005-08-31,0.2672433867079325,1
2005-09-01,0.2821067008088623,1
2005-09-02,0.3477624269092705,1
2005-09-05,0.4254387065908716,1
2005-09-07,0.1038587366431745,1
2005-09-09,0.4623950716134814,1
2005-09-13,0.4035059740131581,1
2005-09-14,0.0871987258605835,1
2005-09-19,1.186209347595848,1
2005-09-20,0.0810170498034598,1
2005-09-21,0.105452447976411,1
2005-09-27,0.6155563143909418,1
2005-11-01,0.199306885260072,1
2005-11-02,0.262783240405497,1
2005-11-03,0.2528657865565946,1
2005-11-04,0.0333737338703626,1
2005-11-09,0.5238606087574371,1
2005-11-14,0.2732187011213229,1
2005-11-16,0.1974568393992565,1
2005-11-18,0.4918302635566028,1
2005-11-21,0.24068774123205,1
2005-11-22,0.5871365988118745,1
2005-11-24,0.5425313629984405,1
2005-11-25,1.962177939163644,1
2005-11-28,0.6794015064685821,1
