Trddt,BQ100,Stkcd
2005-01-04,2.0247980049641816,1
2005-01-05,2.907574223509469,1
2005-01-06,1.994168559886762,1
2005-01-10,3.9753064656726895,1
2005-01-18,2.080436328143202,1
2005-01-19,1.805451949292416,1
2005-01-20,2.040200786748276,1
2005-01-21,3.795982068782679,1
2005-01-24,1.8377026044616005,1
2005-01-26,2.3471310928431413,1
2005-01-27,1.3597554185760108,1
2005-01-31,2.4278148682921827,1
2005-02-01,2.590871362283703,1
2005-02-02,1.2076719638987612,1
2005-02-03,1.3247710858612187,1
2005-02-04,2.287726593968905,1
2005-02-16,1.5651908171614917,1
2005-02-18,2.311751820932143,1
2005-02-21,1.9764060263244327,1
2005-02-22,2.448304066487786,1
2005-02-23,1.9690334716217264,1
2005-02-24,2.583398606872612,1
2005-02-28,1.371504366897716,1
2005-03-04,0.6675241256248725,1
2005-03-09,1.9383843642782823,1
2005-03-14,1.6320536052909451,1
2005-03-16,1.4077126443375008,1
2005-03-21,1.5938930022352813,1
2005-03-22,2.7309719554083207,1
2005-03-23,3.1988099225715594,1
2005-03-24,1.457667416895404,1
2005-03-28,2.913272733684635,1
2005-03-30,2.972841574100905,1
2005-04-04,2.798981670640825,1
2005-04-05,1.9032105338228145,1
2005-04-06,3.5311108268795683,1
2005-04-08,5.820149698672904,1
2005-04-11,5.481545489646778,1
2005-04-12,2.7119385532223905,1
2005-04-13,4.053018667511577,1
2005-04-14,3.3941137904438063,1
2005-04-15,6.265478928248708,1
2005-04-18,2.839747603473596,1
2005-04-19,4.0011748092372175,1
2005-04-20,3.05057439223686,1
2005-04-25,5.849998199636964,1
2005-04-27,4.102889285774998,1
2005-04-28,2.33104789073151,1
2005-04-29,8.127139481943416,1
2005-05-09,4.13860540398386,1
2005-05-10,3.2188031043285683,1
2005-05-11,2.163965295449425,1
2005-05-12,1.7660985395174698,1
2005-05-13,3.474131629458208,1
2005-05-16,1.8466491378643624,1
2005-05-17,2.6110348829885157,1
2005-05-18,2.5833177039084703,1
2005-05-19,2.6822388287322543,1
2005-05-20,3.305479522574759,1
2005-05-23,2.558561793022449,1
2005-05-24,2.1381130203194214,1
2005-05-25,1.833236228578901,1
2005-05-26,1.0271099642181325,1
2005-05-27,2.360834503232079,1
2005-05-30,2.460498845576287,1
2005-05-31,4.561978743543941,1
2005-06-01,1.0515409694579594,1
2005-06-02,3.747138964414246,1
2005-06-03,2.434415536098886,1
2005-06-06,2.75705715192496,1
2005-06-07,1.6272466350197303,1
2005-06-08,1.5511950010186817,1
2005-06-09,2.373703151691417,1
2005-06-10,3.434048416873131,1
2005-06-13,2.4431411813980617,1
2005-06-15,2.6049119402004504,1
2005-06-16,1.690316258099791,1
2005-06-20,3.1158363077046687,1
2005-06-21,2.0733580663357314,1
