Trddt,Square,Stkcd
2005-01-04,0.0983825603011111,1
2005-01-05,0.4761988124275697,1
2005-01-06,0.3687588934043724,1
2005-01-10,0.7761232341882929,1
2005-01-18,0.411462133216214,1
2005-01-19,0.2308835179425388,1
2005-01-20,0.1711418572101737,1
2005-01-21,1.226501202814685,1
2005-01-24,0.1991626616351004,1
2005-01-26,0.4614477609042305,1
2005-01-27,0.2056541770275507,1
2005-01-31,0.4774480652083738,1
2005-02-01,0.8294166423181671,1
2005-02-02,0.7101993674593681,1
2005-02-03,0.1355252986471644,1
2005-02-04,1.3846483106116565,1
2005-02-16,0.2131573561003637,1
2005-02-18,0.4747169494415734,1
2005-02-21,0.3097273513637067,1
2005-02-22,0.882213359448194,1
2005-02-23,0.3492145832188016,1
2005-02-24,0.539789713649194,1
2005-02-28,0.166200293302125,1
2005-03-04,0.201378065410695,1
2005-03-09,0.216721002993402,1
2005-03-14,0.2090638160974496,1
2005-03-16,0.3483292927327669,1
2005-03-21,0.055969022080158,1
2005-03-22,1.19062750501889,1
2005-03-23,0.5047296169751433,1
2005-03-24,0.1959184806995002,1
2005-03-28,1.127515296301386,1
2005-03-30,0.8389905598217356,1
2005-04-04,0.6648953481194594,1
2005-04-05,0.2861761738899149,1
2005-04-06,1.1331122090708037,1
2005-04-08,2.9635877165184605,1
2005-04-11,1.3270414095497387,1
2005-04-12,0.238813476470761,1
2005-04-13,2.220679973661825,1
2005-04-14,1.816472388306841,1
2005-04-15,3.0033545185129182,1
2005-04-18,2.2384649202764373,1
2005-04-19,1.2674081756034454,1
2005-04-20,1.948314037206057,1
2005-04-25,2.160159014864595,1
2005-04-27,0.6507748769221174,1
2005-04-28,3.063652610217195,1
2005-04-29,7.17511042502076,1
2005-05-09,1.694560871669082,1
2005-05-10,0.8857594562023045,1
2005-05-11,0.6086288700359804,1
2005-05-12,0.1662516001051212,1
2005-05-13,1.0450202065097849,1
2005-05-16,0.1612542108024779,1
2005-05-17,1.052194506046753,1
2005-05-18,0.9761683754054088,1
2005-05-19,0.629973069877639,1
2005-05-20,1.1862743685580488,1
2005-05-23,2.019499175497461,1
2005-05-24,0.9552770077719036,1
2005-05-25,0.2142667754712408,1
2005-05-26,0.2031775542885665,1
2005-05-27,0.4664068581077299,1
2005-05-30,1.1376415103365332,1
2005-05-31,2.473880198338555,1
2005-06-01,0.1510041472411211,1
2005-06-02,2.10584019079938,1
2005-06-03,0.2847498117149684,1
2005-06-06,0.5634871329856683,1
2005-06-07,0.2980151751757897,1
2005-06-08,0.2432759160970633,1
2005-06-09,0.2387039565961778,1
2005-06-10,0.3375138290011417,1
2005-06-13,0.6748409194482321,1
2005-06-15,0.6614765571372284,1
