Trddt,Square,Stkcd
2005-04-08,1.5992316554145014,1
2005-04-11,0.3004287358294435,1
2005-04-12,0.106070707854574,1
2005-04-13,0.7192925691327721,1
2005-04-14,1.4797549871155793,1
2005-04-15,1.7358230381651116,1
2005-04-18,1.8570370616074277,1
2005-04-19,0.521670180823737,1
2005-04-20,0.75144985265247,1
2005-04-25,0.6358450340056747,1
2005-04-27,0.0716507304500509,1
2005-04-28,2.572248123595767,1
2005-04-29,3.279962755425511,1
2005-05-09,0.798037661892163,1
2005-05-10,0.3823727684420324,1
2005-05-11,0.5370164145076624,1
2005-05-12,0.0962309081192827,1
2005-05-13,0.5465950716917868,1
2005-05-16,0.1531862176766374,1
2005-05-17,0.7582316384768959,1
2005-05-18,0.3911369717745351,1
2005-05-19,0.4045015777884455,1
2005-05-20,1.0521597895510495,1
2005-05-23,1.5658612341594376,1
2005-05-24,1.3104854605927827,1
2005-05-25,0.0271283152710141,1
2005-05-26,0.1252357746004896,1
2005-05-27,0.385400874559758,1
2005-05-30,1.050941226665769,1
2005-05-31,1.96606633294486,1
2005-06-01,0.0930563901775762,1
2005-06-02,1.022351335772763,1
2005-06-03,0.1969170511112727,1
2005-06-06,0.344997496064802,1
2005-06-07,0.2602809968903057,1
2005-06-08,0.2314292428026115,1
2005-06-09,0.0944055676412891,1
2005-06-10,0.2828989949330938,1
2005-06-13,0.2836830540071526,1
2005-06-14,0.5212943409775596,1
2005-06-15,0.3238106334510494,1
2005-06-16,0.1716391934991842,1
2005-06-20,1.051896427848118,1
2005-06-21,0.0869931143770022,1
2005-06-22,0.2301939682017367,1
2005-06-23,1.107312478160232,1
2005-06-24,0.3758360900391447,1
2005-06-27,0.0958759535812904,1
2005-06-28,0.1438065629375513,1
2005-06-29,0.0943354285447108,1
2005-06-30,0.8083698729491869,1
2005-07-01,0.3399762976867803,1
2005-07-05,0.1237005676640345,1
2005-07-07,0.1018968727273025,1
2005-07-08,0.4009326625014308,1
2005-07-11,1.1677275665774578,1
2005-07-12,1.9936269047250383,1
2005-07-13,0.0722336732203143,1
2005-07-14,0.0904099212747242,1
2005-07-15,0.4898645251145861,1
2005-07-18,0.648113264061748,1
2005-07-19,0.8793652570572051,1
2005-07-20,0.617476733059209,1
2005-07-21,0.114529473710699,1
2005-07-22,0.591359859864533,1
2005-07-25,0.6919411810776485,1
2005-07-26,0.1589890076698313,1
2005-07-27,0.1939984847765192,1
2005-07-28,0.0741137954214354,1
2005-07-29,0.1266894636227312,1
2005-08-01,0.5787556433348251,1
2005-08-03,0.4159118093643946,1
2005-08-05,0.4061002935828089,1
2005-08-10,0.0882713708790817,1
2005-08-11,0.5936043950488527,1
2005-08-16,0.1325228458619657,1
2005-08-17,0.4118291563367236,1
2005-08-18,0.1590049204067596,1
2005-08-22,0.1075221775547814,1
2005-08-23,0.2333025122733875,1
2005-08-26,0.1069277184418958,1
2005-08-29,0.097878713101414,1
2005-08-30,0.2084500806241883,1
2005-08-31,0.2000274422600719,1
2005-09-01,0.2610223415192346,1
2005-09-02,0.303970384926065,1
2005-09-05,0.1896132675342023,1
2005-09-07,0.1092507535658086,1
2005-09-09,0.2871818479661842,1
2005-09-13,0.399761602933266,1
2005-09-14,0.0693878830567863,1
2005-09-19,0.8980268742993616,1
2005-09-20,0.0959002800059878,1
2005-09-21,0.0610314952983107,1
2005-09-27,0.5645850035171589,1
2005-11-01,0.1894370910538457,1
2005-11-02,0.3130950098667877,1
2005-11-03,0.2340322914418077,1
2005-11-04,0.0409971266370776,1
2005-11-09,0.4041307988908472,1
2005-11-14,0.2782639015174753,1
2005-11-16,0.1920155906862805,1
2005-11-18,0.4687150855492552,1
2005-11-21,0.1534284560125512,1
2005-11-22,0.5532693531454721,1
2005-11-24,0.3156505691681363,1
2005-11-25,1.574915274796575,1
2005-11-28,0.5616361713577722,1
2005-11-30,0.955062422698728,1
2005-12-02,0.2045991413967886,1
2005-12-06,0.1960063423709022,1
2005-12-09,2.5629903483159557,1
2005-12-23,2.010908094952454,1
2005-12-26,0.1451293774944815,1
2005-04-08,0.368432231826009,10
2005-04-11,0.0852399870859935,10
2005-04-13,0.0742785105054509,10
2005-04-14,1.1274088343782125,10
2005-04-15,0.1949537848664528,10
2005-04-19,1.2689410811552098,10
2005-04-20,0.8082880761915675,10
2005-04-21,2.0704251970540497,10
2005-04-22,0.2476247267045719,10
2005-04-25,0.3326034298968019,10
2005-04-28,2.176572158378653,10
2005-04-29,0.0829067065770833,10
2005-05-09,0.9727953734066352,10
2005-05-10,0.5199053486847858,10
2005-05-11,1.5581935663070994,10
2005-05-16,0.2714466526730167,10
2005-05-17,0.3054877785277132,10
2005-05-18,0.9626948155315737,10
2005-05-19,0.3040677389854347,10
2005-06-03,0.2012764449249787,10
2005-06-06,0.3930466602319927,10
2005-06-07,0.2679334667708637,10
2005-06-08,0.383807202260586,10
2005-06-09,0.6215985156242747,10
2005-06-10,0.1607344718697419,10
2005-06-13,0.0151787500566246,10
2005-06-15,0.1370855797297215,10
2005-06-16,0.0800993626580682,10
2005-06-17,0.4199896308849599,10
2005-06-20,0.8934712658056493,10
2005-06-21,0.088216090221085,10
2005-06-23,1.6858772022779325,10
2005-07-01,2.2493575947325546,10
2005-07-04,0.3732909819288286,10
2005-07-05,0.8759095287605769,10
2005-07-08,0.3884531175050762,10
2005-07-13,0.1513661700540363,10
2005-07-15,3.464225624285101,10
2005-07-19,11.566659845382237,10
2005-07-20,0.8193934230082845,10
2005-07-25,1.0461729573751146,10
2005-07-26,0.2071111259170556,10
2005-07-28,0.132910150470527,10
2005-08-03,0.0907870370630271,10
2005-08-05,1.2987924510343412,10
2005-08-08,0.3768488740684735,10
2005-08-10,0.2314573748923235,10
2005-08-11,0.923435858994052,10
2005-08-16,1.1833442397012155,10
2005-08-17,6.226408411214595,10
2005-08-18,3.889003955691285,10
2005-08-19,1.3205386651403257,10
2005-08-22,0.6677289247478014,10
2005-08-24,0.1984746970110761,10
2005-08-25,1.1732395915473728,10
2005-08-26,1.5098447548183451,10
2005-08-29,1.7315376514237932,10
2005-08-30,0.3335132642149488,10
2005-08-31,0.8563777201690538,10
2005-09-01,1.011433689796722,10
2005-09-02,0.3284365658380352,10
2005-09-05,0.9028538730669468,10
2005-09-06,2.762466607181724,10
2005-09-07,0.1521897871274889,10
2005-09-12,0.8956520901506762,10
2005-09-13,0.6556783732053187,10
2005-09-14,0.4347308657143032,10
2005-09-23,0.2052659952272915,10
2005-09-28,0.3623201896008889,10
2005-09-29,1.7786789866320174,10
2005-10-21,0.748024365895079,10
2005-10-26,1.0385956485196366,10
2005-10-27,0.2556654050573035,10
2005-11-01,1.330180824644962,10
2005-11-02,4.636035456808874,10
2005-11-03,1.2078952014344908,10
2005-11-07,0.0595942057835099,10
2005-11-10,2.458508935567121,10
2005-12-16,1.390924010638026,10
2005-12-19,0.8128010468502839,10
2005-04-08,0.1094922840606653,2
2005-04-12,0.0270270837731791,2
2005-04-13,0.3002393847330445,2
2005-04-14,0.183707726401869,2
2005-04-15,0.0155071505482091,2
2005-04-19,0.2169177869387717,2
2005-04-20,0.8476454761204277,2
2005-04-21,0.0797590751495931,2
2005-04-28,0.0630694805705029,2
2005-05-10,0.1312758996565196,2
2005-05-11,0.5142266778654357,2
2005-05-12,0.0702203909693999,2
2005-05-13,0.9869887155966924,2
2005-05-16,0.0277623062029098,2
2005-05-17,0.1329538571704341,2
2005-05-18,0.1112761852286651,2
2005-05-19,0.1823364769841508,2
2005-05-20,0.1423253388441798,2
2005-05-24,0.5691024763473367,2
2005-05-27,0.928830732378203,2
2005-05-30,0.6137481048668131,2
2005-05-31,0.5802700942508449,2
2005-06-02,0.3716084533606716,2
2005-06-03,0.3897906115819788,2
2005-06-07,0.3026542106932725,2
2005-06-08,0.3479706599976707,2
2005-06-09,0.047604277439214,2
2005-06-10,0.1565804159653311,2
2005-06-14,0.0845948582601447,2
2005-06-20,0.9441651110540178,2
2005-07-11,2.2027163529573777,2
2005-07-22,1.4396807825344464,2
2005-07-25,2.1502551573531896,2
2005-07-26,0.2879316907952283,2
2005-07-27,0.1840414930867755,2
2005-07-28,0.2200937090790738,2
2005-08-02,1.1830235638596722,2
2005-08-09,0.1954362218978822,2
2005-08-10,0.0324917254299797,2
2005-08-22,0.4334225562340389,2
2005-08-23,0.042577805944882,2
2005-09-01,0.0799567982079263,2
2005-09-06,0.2643365433924353,2
2005-12-02,0.5643078650326023,2
2005-12-09,0.7680155679359437,2
2005-12-13,0.4177991400172813,2
2005-12-14,3.025945497141274,2
2005-12-15,0.3887412566937719,2
2005-12-16,0.7124682896487482,2
2005-12-26,1.0886274697368163,2
2005-04-08,0.2185480730561428,4
2005-04-11,0.5564618986906339,4
2005-04-12,0.3853053156108805,4
2005-04-13,0.2524369228841512,4
2005-04-15,1.230055581685282,4
2005-04-18,5.457492665037487,4
2005-04-20,0.2995914788744477,4
2005-04-21,0.1776782146736799,4
2005-04-22,0.186207659422282,4
2005-04-25,1.4406875301745894,4
2005-04-28,5.228514860195603,4
2005-04-29,0.0204666089713274,4
2005-05-09,0.3966243973843953,4
2005-05-10,1.3707665306543972,4
2005-05-11,0.8651679542056899,4
2005-05-12,0.3818920356045961,4
2005-05-13,0.4313565587408162,4
2005-05-16,0.2723962763659101,4
2005-05-17,0.5657304648703926,4
2005-05-18,1.671619374583948,4
2005-05-19,0.142121942463226,4
2005-05-23,5.106341402543865,4
2005-05-24,1.268400602500407,4
2005-05-25,0.6404784860296759,4
2005-05-26,0.2097213680606572,4
2005-06-07,0.4149346195100596,4
2005-06-08,0.6460650900337351,4
2005-06-09,0.255589781374255,4
2005-06-10,0.3919990695388084,4
2005-06-13,0.0248332446525569,4
2005-06-14,0.2235213963695546,4
2005-06-15,0.1419916501515306,4
2005-06-16,0.135324718784425,4
2005-06-17,0.6149165962892915,4
2005-06-20,0.589914872897316,4
2005-06-21,1.4441364654711797,4
2005-06-22,0.0608456299698273,4
2005-06-24,0.7691630176962022,4
