Trddt,Square,Stkcd
2005-01-04,0.2210413746595867,1
2005-01-05,0.8713870459151084,1
2005-01-06,0.4709972650534561,1
2005-01-10,1.3191537697983122,1
2005-01-18,0.4151697493407887,1
2005-01-19,0.2687927982732344,1
2005-01-20,0.3801385098579791,1
2005-01-21,1.2989997790260053,1
2005-01-24,0.244816771141439,1
2005-01-26,0.5966248957939895,1
2005-01-27,0.2311120930806585,1
2005-01-31,0.5775587922529557,1
2005-02-01,0.9626519813180549,1
2005-02-02,0.7534219534877185,1
2005-02-03,0.1471237599952598,1
2005-02-04,1.4446943621518091,1
2005-02-16,0.315035793035483,1
2005-02-18,0.6428641850749885,1
2005-02-21,0.4356756978169784,1
2005-02-22,0.9839461158172224,1
2005-02-23,0.4692964988397095,1
2005-02-24,0.8200513469698015,1
2005-02-28,0.1487579462626406,1
2005-03-04,0.2019486072015205,1
2005-03-09,0.3868136034271851,1
2005-03-14,0.2876902188234074,1
2005-03-16,0.3879504908243344,1
2005-03-21,0.1529145246222941,1
2005-03-22,1.2316895760902438,1
2005-03-23,0.9378460808474984,1
2005-03-24,0.2412726601103033,1
2005-03-28,1.2341211357077422,1
2005-03-30,1.1840817655433875,1
2005-04-04,0.9961472054089422,1
2005-04-05,0.3907292681047625,1
2005-04-06,1.3877357786793345,1
2005-04-08,4.073103259640465,1
2005-04-11,2.845547862958144,1
2005-04-12,0.4091827238835841,1
2005-04-13,2.2686437976151086,1
2005-04-14,2.156245879132411,1
2005-04-15,4.0133605129830245,1
2005-04-18,2.283748969565364,1
2005-04-19,1.9755952185622971,1
2005-04-20,1.962473751684584,1
2005-04-25,2.167226359751836,1
2005-04-27,1.841842470288862,1
2005-04-28,2.9201740039302653,1
2005-04-29,9.501334812355523,1
2005-05-09,2.057107533714237,1
2005-05-10,1.4866474958614069,1
2005-05-11,0.6559526032915417,1
2005-05-12,0.2498069655393386,1
2005-05-13,1.1576187928777373,1
2005-05-16,0.2224902908663328,1
2005-05-17,1.1460678604619687,1
2005-05-18,1.1180964622806933,1
2005-05-19,0.8117538408022164,1
2005-05-20,1.8264309420709288,1
2005-05-23,2.14734748602518,1
2005-05-24,0.7424389082809355,1
2005-05-25,0.359732257981338,1
2005-05-26,0.2346100154940417,1
2005-05-27,0.5608955096061766,1
2005-05-30,1.2607310046158855,1
2005-05-31,2.778618945519045,1
2005-06-01,0.1858946006908315,1
2005-06-02,2.3647713914158213,1
2005-06-03,0.5290075653451738,1
2005-06-06,0.6586911547086847,1
2005-06-07,0.3309181835722644,1
2005-06-08,0.3136061653614108,1
2005-06-09,0.4104611826615325,1
2005-06-10,0.768364795701056,1
2005-06-13,0.6844824975502714,1
2005-06-15,1.0400224702665848,1
2005-06-16,0.3005928583147411,1
2005-06-20,0.9427351826555416,1
2005-06-21,0.270653760494446,1
2005-06-22,0.5295942891690186,1
2005-06-23,1.4129688604613548,1
2005-06-24,0.4237420020617293,1
2005-06-27,0.3069872192979263,1
2005-06-28,0.4395790376893503,1
2005-06-29,0.256480062871145,1
2005-06-30,0.630682326100918,1
2005-07-01,1.2980732380327542,1
2005-07-05,0.3431725861916057,1
2005-07-07,0.328621476562458,1
2005-07-08,0.5143309759862985,1
2005-07-11,1.7055720544090185,1
2005-07-12,1.282999871159307,1
2005-07-13,0.3018059561299719,1
2005-07-14,0.3526957729758207,1
