Trddt,BQ100,Stkcd
2005-04-08,4.049521947238687,1
2005-04-11,2.765795815109352,1
2005-04-12,1.8080064093600008,1
2005-04-13,3.0177141939674543,1
2005-04-14,1.859707774899482,1
2005-04-15,3.2712554164177865,1
2005-04-18,1.7283843289271277,1
2005-04-19,1.5554680875755342,1
2005-04-20,2.3614517444223884,1
2005-04-25,3.434565913427136,1
2005-04-27,1.412432747828378,1
2005-04-28,1.4324362631957892,1
2005-04-29,2.5940973303438803,1
2005-05-09,2.8166364926399288,1
2005-05-10,1.1267228768593156,1
2005-05-11,1.5689685150731147,1
2005-05-12,1.514119353383324,1
2005-05-13,2.2972081448631574,1
2005-05-16,1.1169989737135604,1
2005-05-17,1.830381655591912,1
2005-05-18,1.6138005366884385,1
2005-05-19,1.645845902801718,1
2005-05-20,2.2265874512639248,1
2005-05-23,1.2016152568770382,1
2005-05-24,1.4346036749860074,1
2005-05-25,0.908222818066358,1
2005-05-26,0.8746921878287539,1
2005-05-27,1.5225466999594677,1
2005-05-30,0.7154603621820533,1
2005-05-31,3.211450873521655,1
2005-06-01,0.5828153558141103,1
2005-06-02,1.607888198235782,1
2005-06-03,1.1014349510215442,1
2005-06-06,1.4765834641880442,1
2005-06-07,1.3493148220737798,1
2005-06-08,0.7573210339301892,1
2005-06-09,0.6442107349878476,1
2005-06-10,1.8395240088016007,1
2005-06-13,1.0533367768033746,1
2005-06-14,1.5158213971348706,1
2005-06-15,1.7579803771884164,1
2005-06-16,0.7514874450199756,1
2005-06-20,0.7111752637156177,1
2005-06-21,1.6773215719966368,1
2005-06-22,1.7816760870045092,1
2005-06-23,2.2438670387211714,1
2005-06-24,0.8939045512204848,1
2005-06-27,1.064179209107614,1
2005-06-28,1.360632259795529,1
2005-06-29,1.163653024798032,1
2005-06-30,1.4420445285064167,1
2005-07-01,1.089816866305097,1
2005-07-05,0.6736084081651004,1
2005-07-07,1.0050980490978008,1
2005-07-08,0.9423081832473316,1
2005-07-11,1.7070698132961415,1
2005-07-12,0.8633502313854191,1
2005-07-13,1.015622234815666,1
2005-07-14,1.7699277695675573,1
2005-07-15,0.9497847123746358,1
2005-07-18,1.4812976162129226,1
2005-07-19,2.26325030530035,1
2005-07-20,1.349792933215905,1
2005-07-21,1.283125025353654,1
2005-07-22,0.6423278009937263,1
2005-07-25,0.8389413958316523,1
2005-07-26,0.5934934697030696,1
2005-07-27,1.504915871159286,1
2005-07-28,1.0991189885337826,1
2005-07-29,1.0270293212336834,1
2005-08-01,2.0505988285216565,1
2005-08-03,1.6501515763573422,1
2005-08-05,0.5922926261467732,1
2005-08-10,1.9734205116518195,1
2005-08-11,0.9448735794835592,1
2005-08-16,0.8944308423265042,1
2005-08-17,1.916365663019108,1
2005-08-18,1.4683785733181358,1
2005-08-22,1.166431293926468,1
2005-08-23,1.340696389436295,1
2005-08-26,1.2714622412533747,1
2005-08-29,0.6332214150663467,1
2005-08-30,1.0918741224394128,1
2005-08-31,1.6969066190603157,1
2005-09-01,1.042984277209532,1
2005-09-02,1.1519867981108536,1
2005-09-05,1.938909665551106,1
2005-09-07,0.7593063683492238,1
2005-09-09,1.3943984495910715,1
2005-09-13,0.6044428018085906,1
2005-09-14,1.0172100305802951,1
2005-09-19,2.025512599510974,1
2005-09-20,0.8411338354766893,1
2005-09-21,1.155186263772748,1
2005-09-27,1.035075249655447,1
2005-11-01,1.2574616812611146,1
2005-11-02,1.5749134372626503,1
