Trddt,BQ100,Stkcd
2005-01-04,1.395176847826955,1
2005-01-05,2.245355918255605,1
2005-01-06,1.136188579871044,1
2005-01-10,2.472685258456802,1
2005-01-18,2.062263503948897,1
2005-01-19,1.6233805050734895,1
2005-01-20,1.1018988198549622,1
2005-01-21,2.681229907194925,1
2005-01-24,2.008847696393128,1
2005-01-26,1.980576354915897,1
2005-01-27,0.7719345178172264,1
2005-01-31,2.1233530219938697,1
2005-02-01,2.354459314870593,1
2005-02-02,0.7932955647960418,1
2005-02-03,1.0504514446255744,1
2005-02-04,1.9951443224963143,1
2005-02-16,1.2859606814990192,1
2005-02-18,1.45702500509541,1
2005-02-21,1.242998125848663,1
2005-02-22,1.810996713925517,1
2005-02-23,1.8424517985564937,1
2005-02-24,2.101019533373864,1
2005-02-28,1.3115734357312694,1
2005-03-04,0.7168315251500968,1
2005-03-09,1.470181929534832,1
2005-03-14,1.2176598815722026,1
2005-03-16,1.187580681159027,1
2005-03-21,0.8743464672896042,1
2005-03-22,1.7432146599293916,1
2005-03-23,2.450344545665912,1
2005-03-24,1.3832566317159238,1
2005-03-28,2.6059073628681437,1
2005-03-30,2.408533398465947,1
2005-04-04,2.3014410485301413,1
2005-04-05,1.9059958220718825,1
2005-04-06,2.782805410027622,1
2005-04-08,4.703507640259897,1
2005-04-11,4.407058537013186,1
2005-04-12,1.6804966954380214,1
2005-04-13,3.569634641198084,1
2005-04-14,2.0201717750811192,1
2005-04-15,4.472281533689923,1
2005-04-18,2.2275829726233365,1
2005-04-19,2.487294654585411,1
2005-04-20,2.955129110989585,1
2005-04-25,4.4432970716268425,1
2005-04-27,3.461721463212754,1
2005-04-28,2.2891131361434724,1
2005-04-29,4.8430080502159365,1
2005-05-09,3.233261645562424,1
2005-05-10,2.4301223964724894,1
2005-05-11,1.7108796031924156,1
2005-05-12,1.5630170182982963,1
2005-05-13,2.4821343040118324,1
2005-05-16,1.6662922032330831,1
2005-05-17,2.106554950883094,1
2005-05-18,2.22405918381311,1
2005-05-19,2.211524745584593,1
2005-05-20,2.763926170468633,1
2005-05-23,1.850738541053976,1
2005-05-24,1.9615303486756843,1
2005-05-25,1.4015400259584545,1
2005-05-26,0.8604008382255639,1
2005-05-27,1.8887962530716056,1
2005-05-30,0.9072006576203012,1
2005-05-31,3.673793150041935,1
2005-06-01,0.7069493120753025,1
2005-06-02,2.5833275431125364,1
2005-06-03,2.1023167337013566,1
2005-06-06,1.7415117505649549,1
2005-06-07,1.534335376183087,1
2005-06-08,0.7223327693846514,1
2005-06-09,1.1617974476669668,1
2005-06-10,1.605985874040417,1
2005-06-13,2.4135839656522373,1
2005-06-15,1.993514826766252,1
2005-06-16,1.2117514165567282,1
2005-06-20,2.024373736991306,1
2005-06-21,1.935383997680652,1
2005-06-22,1.9785745472446536,1
2005-06-23,2.315387693005289,1
2005-06-24,1.0133449677978723,1
2005-06-27,1.4830548389537337,1
2005-06-28,1.5589537003226388,1
2005-06-29,1.0618181377876694,1
2005-06-30,1.8631244085012235,1
2005-07-01,2.850957833595729,1
2005-07-05,1.2613701165562354,1
2005-07-07,1.4929922993630036,1
