Trddt,BQ100,Stkcd
2005-04-08,5.026791388765188,1
2005-04-11,5.068144567273201,1
2005-04-12,2.2666419017302726,1
2005-04-13,3.999951365448241,1
2005-04-14,3.028495647599464,1
2005-04-15,6.204473277067942,1
2005-04-18,2.9818391523035355,1
2005-04-19,3.353809366356358,1
2005-04-20,2.8377483302955007,1
2005-04-25,4.960750821760239,1
2005-04-27,4.538394861006235,1
2005-04-28,2.1159291261206907,1
2005-04-29,7.199951523777399,1
2005-05-09,4.269386970847721,1
2005-05-10,2.956868271858796,1
2005-05-11,2.169214647211529,1
2005-05-12,1.453192976581607,1
2005-05-13,3.4152715952887736,1
2005-05-16,2.240544336413044,1
2005-05-17,2.485092500029868,1
2005-05-18,2.1770922465156426,1
2005-05-19,2.546106599611179,1
2005-05-20,3.5426115133458898,1
2005-05-23,2.570485626404177,1
2005-05-24,2.0435994639491057,1
2005-05-25,1.6857530331447257,1
2005-05-26,0.9575016249701384,1
2005-05-27,2.150744377139019,1
2005-05-30,2.379671538652026,1
2005-05-31,4.266895574501763,1
2005-06-01,1.1418820883872074,1
2005-06-02,3.640811668866237,1
2005-06-03,2.4406074200044587,1
2005-06-06,2.678345580253434,1
2005-06-07,1.6121163777701533,1
2005-06-08,1.5192562325839458,1
2005-06-09,2.325707076011833,1
2005-06-10,3.3440828700425707,1
2005-06-13,2.348958438805393,1
2005-06-14,1.6186555859288332,1
2005-06-15,2.5724590833635554,1
2005-06-16,1.7392030129036664,1
2005-06-20,3.2336663488497672,1
2005-06-21,2.029103732151304,1
2005-06-22,2.215382974244716,1
2005-06-23,4.2026949952337445,1
2005-06-24,1.912566079526912,1
2005-06-27,1.9796525512711145,1
2005-06-28,2.246690830017247,1
2005-06-29,2.302034898413937,1
2005-06-30,2.2069640451885038,1
2005-07-01,3.5990827099277363,1
2005-07-05,2.1086012754226777,1
2005-07-07,2.026442108450856,1
2005-07-08,1.4157819882433098,1
2005-07-11,2.708482483360493,1
2005-07-12,2.3882561917216987,1
2005-07-13,1.856261239051589,1
