Trddt,rvp,rvn,rv,RSJ,Stkcd
2005-01-10,0.0008402077162128635,0.0007004014294822358,0.0015406091456950993,0.09074740801149093,6
2005-01-11,0.0006844237970101479,0.00045737058692448733,0.001141794383934635,0.1988564782594506,6
2005-01-12,0.0004107579492724556,0.00019712794803316815,0.0006078858973056237,0.35143108630447756,6
2005-01-13,0.0010540487726018192,0.0005306656261111581,0.0015847143987129777,0.33026969838585785,6
2005-01-14,0.0002938797087231542,0.0004743430645823013,0.0007682227733054554,-0.2349101876824895,6
2005-01-17,0.0008837346292882671,0.000557290832466752,0.001441025461755019,0.22653575907252915,6
2005-01-18,0.0006846110254791405,0.000509279635882567,0.0011938906613617076,0.146857158088997,6
2005-01-19,0.00028997537927819174,0.0005932645399300953,0.000883239919208287,-0.34338253294049936,6
2005-01-20,0.0008473969056946744,0.0007016606636246152,0.0015490575693192896,0.09408058483849685,6
2005-01-21,0.0014757943607393124,0.004342257946929874,0.005818052307669188,-0.4926843958436181,6
2005-01-24,0.0014026801927628516,0.0008331267075445399,0.0022358069003073915,0.25474180491168813,6
2005-01-25,0.0012045542446358394,0.0003421858645522703,0.0015467401091881095,0.5575392885726808,6
2005-01-26,0.00038959885949367643,0.00032607757504578267,0.0007156764345394592,0.08875698763054841,6
2005-01-27,0.00045626890723455144,0.0007764382037372889,0.0012327071109718402,-0.2597286035369122,6
2005-01-28,0.0004317583985785941,0.0010460250396544543,0.0014777834382330485,-0.4156675634491645,6
2005-01-31,0.0009876013137837694,0.0004791847319243357,0.001466786045708105,0.34661945642794195,6
2005-02-01,0.000755345154852343,0.003891744551087305,0.004647089705939648,-0.674916903847626,6
2005-02-02,0.0009113328973702171,0.0004087411880093561,0.0013200740853795733,0.3807299263937494,6
2005-02-03,0.0018732489136748013,0.0014375056244860548,0.003310754538160856,0.13161449577920217,6
2005-02-04,0.0006253569639290685,0.0004338844461006991,0.0010592414100297673,0.18076381457083382,6
2005-02-16,0.00043686339299890475,0.0005041859729823176,0.0009410493659812223,-0.07153990259928217,6
2005-02-18,0.000397841686649622,0.00039531276912095376,0.0007931544557705757,0.0031884300847951613,6
2005-02-22,0.0007504761714569988,0.00028679605022931644,0.0010372722216863152,0.447018739664953,6
2005-02-23,0.0008533228468616212,0.00048157200513141633,0.0013348948519930376,0.2784869843307657,6
2005-02-24,0.00035906914399647013,0.0002388510191319083,0.0005979201631283785,0.2010604964976737,6
2005-03-01,0.00018339023922485088,0.00016097657481938167,0.00034436681404423255,0.06508659804423045,6
2005-03-02,0.00020797032002561165,0.00032786883118975384,0.0005358391512153655,-0.2237584000575433,6
2005-03-03,0.0001902836854867995,0.00013305289118058862,0.0003233365766673881,0.1770006811356929,6
2005-03-04,0.0005659566715352086,0.00026155663598321886,0.0008275133075184274,0.3678491122575829,6
2005-03-08,0.0004021483828145187,0.00027742615976876625,0.000679574542583285,0.18352986351084094,6
2005-03-09,0.000548450679796079,0.0002460533876492057,0.0007945040674452847,0.38061138329880057,6
2005-03-10,0.00019322688536289404,0.0003807543010061464,0.0005739811863690404,-0.32671352318973373,6
2005-03-14,0.0003892562867942084,0.00047885316465599034,0.0008681094514501988,-0.10320919523696939,6
2005-03-15,0.00011242471023675333,0.00022281644738340555,0.0003352411576201589,-0.3292905260508923,6
2005-03-18,0.00036024806880184966,0.0003040596124767557,0.0006643076812786053,0.08458197595570022,6
2005-03-22,0.0011950607859468425,0.0025434240271797167,0.0037384848131265594,-0.3606710495381723,6
2005-03-23,0.0004783535235775514,0.0004920891905676812,0.0009704427141452326,-0.01415402144806477,6
