Trddt,rvp,rvn,rv,RSJ,Stkcd
2005-01-05,0.0002816692925120742,8.574046390140345e-05,0.0003674097564134777,0.5332706200381223,2
2005-01-06,0.0002226316982017972,0.0001989129686921592,0.00042154466689395644,0.05626623077550324,2
2005-01-07,0.0003122364507859422,0.00019119022538849502,0.0005034266761744371,0.2404445992359465,2
2005-01-10,0.00014647800323782162,0.00014659039880231825,0.0002930684020401399,-0.0003835130765180157,2
2005-01-13,0.0001601362031371169,0.00014433308481629864,0.0003044692879534156,0.05190381738349966,2
2005-01-20,0.00021895310612849995,0.0001505050995251012,0.00036945820565360116,0.18526589897308882,2
2005-01-21,0.0004383282947002217,9.362243924810897e-05,0.0005319507339483306,0.6480033458993115,2
2005-01-24,0.0002592470416131815,0.0003781006091880029,0.0006373476508011843,-0.18648153394056657,2
2005-01-25,0.0003635737618463014,0.00023100981365719797,0.0005945835755034993,0.22295259009946067,2
2005-01-26,0.00011771069035096146,0.00013909672403734154,0.00025680741438830303,-0.08327654299748348,2
2005-01-28,0.00011853248912363791,0.00014315249414203901,0.000261684983265677,-0.09408260539507352,2
2005-01-31,0.0002776741306225422,0.00017476153121369066,0.00045243566183623285,0.2274635005365748,2
2005-02-02,0.0006512700194259189,0.00015319966596876917,0.0008044696853946882,0.6191288031105695,2
2005-02-03,0.0002788445478388144,0.00025291317852515436,0.0005317577263639688,0.04876538323377545,2
2005-02-04,0.00040306153458786613,0.00010804008846327535,0.0005111016230511414,0.57722658825341,2
2005-02-16,0.00019555199013079108,0.0001669783384186525,0.0003625303285494436,0.0788172725478375,2
2005-02-18,0.00018484211711144218,0.00023731541690080147,0.00042215753401224365,-0.12429791147073883,2
2005-02-21,0.00016810590073244573,8.675663868725228e-05,0.00025486253941969805,0.31918877615525343,2
2005-02-22,0.00015159365887043211,0.00011346840629318778,0.0002650620651636199,0.14383519027405917,2
2005-02-23,0.0002043590958642578,0.00021049543177674283,0.0004148545276410006,-0.014791536559521878,2
2005-02-24,0.0002314220436988356,0.0002798480783480865,0.000511270122046922,-0.09471712224327199,2
2005-02-28,0.00010930601311181021,0.00025049840217133057,0.00035980441528314086,-0.39241427581818816,2
2005-03-02,0.00018732262247394857,0.0003937803958837133,0.0005811030183576619,-0.35528601106437974,2
2005-03-08,0.00016224805814259283,0.00024494696032523883,0.00040719501846783165,-0.20309409111589904,2
2005-03-09,0.0001880167419163353,0.00022860968350433162,0.0004166264254206669,-0.09743246974075083,2
2005-03-10,0.00015707436934301594,0.00014878327607574854,0.0003058576454187645,0.027107686832270154,2
2005-03-11,0.00019599594998833005,0.0002613990498871077,0.00045739499987543784,-0.142990412917913,2
2005-03-14,0.0004859571791799877,0.000628289687243665,0.0011142468664236528,-0.12773875552418243,2
2005-03-15,9.776496564522976e-05,0.00023882714647577402,0.0003365921121210037,-0.41908938371031373,2
2005-03-17,0.0007069521205617812,0.0005382807060920745,0.0012452328266538556,0.13545371665390032,2
2005-03-18,0.0006122125587434805,0.00015081245777447144,0.0007630250165179521,0.6046985236140727,2
2005-03-21,0.00029443646806390575,0.00012160885766457062,0.00041604532572847645,0.4154057255581993,2
2005-03-23,0.0004245246144465866,0.0002844010191884097,0.0007089256336349963,0.19765626831646238,2
2005-03-24,0.00019043118039559125,0.00020345691517643398,0.00039388809557202524,-0.03306963304368482,2
2005-03-25,0.0002522094767995797,0.00026758331980512374,0.0005197927966047035,-0.02957686814047117,2
2005-03-28,0.00012747960076629628,0.00015977973385348634,0.0002872593346197826,-0.11244241420367633,2
2005-03-30,0.000224598943527629,0.00016016962285609617,0.00038476856638372514,0.16744954318144126,2
2005-03-31,0.00018560740787423118,0.00023904372523535973,0.0004246511331095909,-0.12583580542887213,2
2005-04-04,0.00043367216887163246,0.0002696661890845981,0.0007033383579562306,0.23318219166036247,2
2005-04-07,0.00038547592559810844,0.0002743745913609758,0.0006598505169590842,0.1683734897248278,2
2005-04-08,0.0002550608127803442,0.0002624339256480773,0.0005174947384284216,-0.01424770595759964,2
2005-04-12,0.0002491951626354313,0.00017005829112966002,0.00041925345376509133,0.18875663586092206,2
2005-04-13,0.0003366797827515981,0.0004641510824187126,0.0008008308651703106,-0.15917380961584876,2
2005-04-14,0.00013731675667920268,0.00022721119579575272,0.0003645279524749554,-0.24660506418290695,2
2005-04-15,9.4986111383648e-05,8.01787392468125e-05,0.0001751648506304605,0.08453392380686073,2
2005-04-19,0.00012559285994095823,0.00014639232065994217,0.0002719851806009004,-0.07647277205703419,2
2005-04-20,0.00021594741527568507,0.00036749183907157146,0.0005834392543472564,-0.2597432768993786,2
2005-04-21,0.00021743616150892705,0.00024060333086689761,0.0004580394923758246,-0.050578977890757375,2
2005-04-28,0.00018097997873145648,0.00010788011397496147,0.000288860092706418,0.2530632185000017,2
2005-05-10,0.00023426583187707495,0.00016127171750228634,0.0003955375493793613,0.18454408308218476,2
2005-05-11,8.674084233368098e-05,0.0004314230730419962,0.0005181639153756773,-0.6651992168509361,2
2005-05-12,0.00032246254953410895,0.0007425521323520285,0.0010650146818861374,-0.39444487476355,2
2005-05-13,0.0009828103630675714,0.002390820309128501,0.0033736306721960725,-0.41735746525697265,2
2005-05-16,0.0002368159266688024,0.0002706198878234935,0.0005074358144922959,-0.06661721579213503,2
2005-05-17,0.00042282609623983615,0.0001607002297511696,0.0005835263259910058,0.44921000958011076,2
2005-05-18,0.00014885765275646904,0.00022680098422948967,0.00037565863698595873,-0.20748446541356635,2
2005-05-19,0.00039214857156860623,0.0004021282217296158,0.000794276793298222,-0.012564448873760034,2
2005-05-20,0.0002483535052951112,0.0001752223959994498,0.00042357590129456094,0.17265172327356962,2
2005-05-24,0.0003974698940262235,0.00031841112123931367,0.0007158810152655371,0.11043563259962283,2
2005-05-27,0.00024362227773872802,0.0006592360300472907,0.0009028583077860187,-0.4603310937324453,2
2005-05-30,0.0003565307188075853,0.000311101212855425,0.0006676319316630103,0.06804573567803977,2
2005-05-31,0.00024436863701775703,0.0002164670639971958,0.00046083570101495283,0.06054559783261213,2
2005-06-02,0.00011390104245081629,0.00048471233109835136,0.0005986133735491676,-0.6194503915757876,2
2005-06-03,0.0007585353490257125,0.00021651870237331415,0.0009750540513990265,0.5558836926780647,2
2005-06-07,0.0007006315344690498,0.0005247978730849816,0.0012254294075540314,0.14348738515671322,2
2005-06-08,0.002682614098637312,0.0011349345454357764,0.0038175486440730883,0.40541187487011493,2
2005-06-09,0.0005196757693188936,0.0005235875467070183,0.001043263316025912,-0.0037495590308166487,2
2005-06-10,0.00027804073622550196,0.0004914684790249304,0.0007695092152504323,-0.27735566848276094,2
2005-06-14,0.000286931558336556,0.00020927816191541903,0.0004962097202519751,0.1564930980830134,2
2005-06-20,0.0012102995880575317,0.00021975104326704025,0.0014300506313245716,0.6926667651431366,2
2005-07-11,0.0003178389416866714,0.0006178573341206227,0.0009356962758072941,-0.3206365144235542,2
2005-07-22,0.0009232636049836544,0.000966598466130443,0.0018898620711140972,-0.022930171364962157,2
2005-07-25,0.0010371844761597197,0.0003673645948079517,0.0014045490709676716,0.47689318600331426,2
2005-07-26,0.0006700235670914402,0.00041824837436089637,0.0010882719414523365,0.23135319688068143,2
2005-07-27,0.00023748649018060398,0.0003346410915995474,0.0005721275817801514,-0.169812825867704,2
2005-07-28,0.0003726890576232616,0.00036483304475687134,0.0007375221023801328,0.010651901605439818,2
2005-08-02,0.00035005936170141443,0.0002308243157053729,0.0005808836774067874,0.2052649276156926,2
2005-08-09,0.0001860714606843573,0.000282694131018856,0.00046876559170321334,-0.20612150730481255,2
