,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00,10:05:00,10:10:00,10:15:00,10:20:00,10:25:00,10:30:00,10:35:00,10:40:00,10:45:00,10:50:00,10:55:00,11:00:00,11:05:00,11:10:00,11:15:00,11:20:00,11:25:00,11:30:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:50:00,13:55:00,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:00,14:45:00,14:50:00,14:55:00,15:00:00
2005-04-08,,,,,,,,,,,,,,,,,,,,,,,,,-0.5163153332901492,-0.8975578370666311,-0.8664188756918155,-0.2937292803106025,0.31709374105958255,0.3394463084971035,0.37876786608958335,0.48652633296126724,0.5046460718397049,0.39152083024745155,0.25875893383694787,0.20691209134190866,0.39560799280640696,0.9990851041841732,0.807882333643316,1.0406188570054218,1.1947944910714157,1.2286099396737675,1.2014455555432075,2.0773548441820022,3.0339893080789357,3.151964110172056,3.1397243345921333,3.02424479789583
2005-04-11,,,,,,,,,,,,,,,,,,,,,,,,,0.1758727983825219,1.172452020048961,0.25548057822775666,-0.5335234888034586,-0.2572543232492492,0.306346980753912,0.13886561111518358,0.5930793322640282,0.54696228950444,0.5627778298199528,0.5455504897127461,0.27579237026062203,-0.3033665326598513,-0.4598113090057964,-0.4115581515233492,-0.40333106042149675,-0.5558456950448414,-1.3541003583911158,-1.1681906562842779,-1.2453085516647626,-1.5933437950603906,-1.391855965665309,-1.3452904505822074,-1.3458073597880469
2005-04-12,,,,,,,,,,,,,,,,,,,,,,,,,-0.6552888663819677,-0.7649190604476933,-0.48182404940107965,-0.5067293366727577,-0.1370789125118421,-0.07292711702532934,-0.1401896004995528,-0.2553871435066389,-0.13410182220339123,-0.24218853787196062,-0.35329652674223067,-0.3477134035440655,-0.3914779947779361,-0.39141725024363394,0.7083782422703462,1.043087348912308,0.8912029986822784,0.5522694885837948,0.28242695372607146,0.2905815598654764,-0.23476258529112803,-0.0551798952919382,0.029570073327510854,0.003008085201885493
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,0.8764335050489482,0.8474798563480367,0.4213490974427357,0.40920337047405825,1.283818979881298,1.2585753895883394,1.1577237587531548,0.4405895487180313,0.3980940815442872,0.33058983440055617,-1.733895214086156,-1.6723833929023177,-1.6298419297221196,-1.6279149677449558,-1.7192384893167498,-1.2170156527790126,-1.1914793433158815,-1.1700108581534108,-1.1654308309659056,-1.2877529720527674,-1.382061607978921,-1.3741658954570928,-1.4525009968105593,-1.1849950748024851
2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,-1.0983980100040727,-0.349724391463312,-0.4592683103781037,-0.29214282311305917,-0.451047949719129,-0.3747092942564103,-0.9662395502914075,-0.9602058096353611,-1.0355488307379161,-1.0740508680100245,-1.0468922528630384,-0.9866957160490282,-0.5682763999079833,-0.7891193740313954,-0.9610276028704526,-0.9485481309008047,-1.225702657290432,-2.1518505980125413,-1.918336240753727,-1.9030890571622905,-2.021110201652717,-2.112766900665781,-2.0776740533639044,-1.9172097913964123
2005-04-15,,,,,,,,,,,,,,,,,,,,,,,,,1.5192673026923147,1.3881282908610817,1.4457793156752154,1.3308982873980881,1.307435743729792,1.2989449087650042,1.8159500756801372,2.303960755840357,2.557134708306128,2.6401118463734394,2.2654372344719507,1.9916687565865496,1.844707523978865,1.7397003200528225,0.8325533170084571,-0.1907128406184206,-0.08217358030983707,-0.08086779147388558,-0.08531976513076941,-0.5609269370235119,-0.6135401731375343,-0.591372463355457,-0.6311435700443473,-0.5966453284315628
2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,-0.5358488866936056,-0.7402219428257629,-1.307612484645263,-1.2927439492165185,-1.0873198393145538,-1.0789377432205391,-0.8541451164549869,-0.8483212193012651,-0.8550390236776731,-0.9784875323874567,-1.0391095672835915,-1.125173440353507,-1.4332081622938015,-2.1632478467019514,-2.105805137209037,-2.1957857161580354,-2.152156209428482,-2.264233215620733,-1.9288686898912848,-1.1166412641072523,-1.1961521578680727,-1.8145472114816321,-1.3824456423160387,-1.0054530194117322
2005-04-19,,,,,,,,,,,,,,,,,,,,,,,,,0.47418049546043567,0.17455763974936864,0.09026225216419019,0.5768483928775268,0.5958796410472661,0.5885533245576924,0.6772710338438958,0.6038064693392837,0.6310154671190609,0.6358514952727549,0.6453620954733599,0.16942255213153185,-0.025145611780665763,0.04008562473908875,0.6503335262463923,0.9248124297383642,0.8471303881144766,1.2568930269432577,1.5303224757948686,1.2773097302714205,1.0661561502283474,1.1338673136088842,1.1212576323905525,1.2300749065886882
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,-1.3926710328167131,-1.7822349621091746,-2.0048274934568986,-2.332644384002964,-2.3051893394904366,-1.6206425387675512,-1.4667961493755752,-1.7328581572186856,-1.6148654102924342,0.028807360419424728,-0.22193751521484525,-0.3385685040447695,-0.24597006573915547,-0.20958607433865742,-0.3095676523526197,-0.40266598686583244,-0.4020955102109696,-0.20378616835576496,-0.2647202691789501,-0.38549303713786526,-0.37249583587266993,-0.3027225295657128,-0.29299884841720364,-0.3128679419400425
2005-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
