Trddt,time,open,close
2005-01-06,13:35:00,1482.734835227512,1483.8265107568711
2005-01-06,13:40:00,1484.0208037971388,1484.3587160014397
2005-01-06,13:45:00,1484.3642362662197,1485.0013258321248
2005-01-06,13:50:00,1484.908179666732,1485.291571489172
2005-01-06,13:55:00,1485.2368537771276,1485.4990106948326
2005-01-06,14:00:00,1485.5313764045147,1484.7433573795788
2005-01-06,14:05:00,1484.612190536125,1482.4328997413838
2005-01-06,14:10:00,1482.400746722331,1481.356361753551
2005-01-06,14:15:00,1481.3364130354228,1482.3432140521136
2005-01-06,14:20:00,1482.4638514145204,1483.6804315850386
2005-01-06,14:25:00,1483.7330062037793,1483.6272993611274
2005-01-06,14:30:00,1483.5958020199355,1483.3522779735845
2005-01-06,14:35:00,1483.0441793084924,1482.168963428693
2005-01-06,14:40:00,1482.0500926975956,1481.7027039472446
2005-01-06,14:45:00,1481.568345800704,1482.6161483534397
2005-01-06,14:50:00,1482.6421215312,1484.5043896365146
2005-01-06,14:55:00,1484.5886727510326,1485.095027825484
2005-01-06,15:00:00,1485.2178511733614,1487.8792438223643
2005-01-07,09:35:00,1486.6388862127094,1488.7858658566984
2005-01-07,09:40:00,1489.033959394497,1490.0397762358336
2005-01-07,09:45:00,1489.7826032551757,1489.9275963891828
2005-01-07,09:50:00,1489.978333424707,1489.594371671607
2005-01-07,09:55:00,1489.589022035326,1486.41531613874
2005-01-07,10:00:00,1486.3939666234432,1483.8689863745328
2005-01-07,10:05:00,1483.9317787009556,1482.8038369409137
2005-01-07,10:10:00,1482.7551657372464,1483.1691560431782
2005-01-07,10:15:00,1483.1788338708702,1483.8758524876648
2005-01-07,10:20:00,1483.9366726410135,1485.8501912200345
2005-01-07,10:25:00,1485.9190043864055,1489.410925064531
2005-01-07,10:30:00,1489.45212575113,1490.3152173077438
2005-01-07,10:35:00,1490.3836599978863,1489.9426769209006
2005-01-07,10:40:00,1489.9208224375857,1492.3712032128046
2005-01-07,10:45:00,1492.4832138747472,1504.620176792254
2005-01-07,10:50:00,1504.9095026395275,1503.5261436721312
2005-01-07,10:55:00,1503.279471742558,1500.534135233342
2005-01-07,11:00:00,1500.4738341429509,1501.3791855939962
2005-01-07,11:05:00,1501.469043994245,1500.8196183481016
2005-01-07,11:10:00,1500.8241545760425,1497.9020463383831
2005-01-07,11:15:00,1497.8097555469817,1498.0268628167669
2005-01-07,11:20:00,1498.1491569201803,1498.4739112416723
2005-01-07,11:25:00,1498.7145719043813,1499.7128084937424
2005-01-07,11:30:00,1499.807621660114,1499.4049922573274
2005-01-07,13:05:00,1499.5658950445636,1498.400559019285
2005-01-07,13:10:00,1498.6521019922347,1496.8397796989425
2005-01-07,13:15:00,1496.799423075684,1496.6696585761863
2005-01-07,13:20:00,1496.6981950460963,1497.6836209342082
2005-01-07,13:25:00,1497.6785033654332,1498.4640851902043
2005-01-07,13:30:00,1498.4890644712405,1497.518679900072
2005-01-07,13:35:00,1497.4064648765648,1496.463028810447
2005-01-07,13:40:00,1496.461298640916,1494.1145472684834
2005-01-07,13:45:00,1493.9643877778435,1492.666061446633
2005-01-07,13:50:00,1492.515545937656,1492.6008228760868
2005-01-07,13:55:00,1492.4986600734344,1493.7398467860785
2005-01-07,14:00:00,1493.7760891525743,1493.3995111237527
2005-01-07,14:05:00,1493.392355550047,1491.651634832615
2005-01-07,14:10:00,1491.4578005843266,1487.962223931769
2005-01-07,14:15:00,1487.847240854783,1486.853811775643
2005-01-07,14:20:00,1486.9191442469405,1487.882486896244
2005-01-07,14:25:00,1488.2186530109086,1488.669348487521
2005-01-07,14:30:00,1489.1060471551611,1487.650271267815
2005-01-07,14:35:00,1487.647333424707,1485.7793084258565
2005-01-07,14:40:00,1485.8263742577135,1485.4771939271252
2005-01-07,14:45:00,1485.3930143224427,1485.919996431554
2005-01-07,14:50:00,1485.796224219173,1487.5735930771702
2005-01-07,14:55:00,1487.5971226810866,1488.3253589074948
2005-01-07,15:00:00,1488.329638794985,1495.8481259930988
2005-01-10,09:35:00,1488.4119331067743,1484.313458363608
2005-01-10,09:40:00,1484.646628051517,1485.1991704747738
2005-01-10,09:45:00,1484.7576633249132,1486.4600627550542
2005-01-10,09:50:00,1486.2900360623094,1486.3277758159852
2005-01-10,09:55:00,1486.4806728614735,1484.716357323986
2005-01-10,10:00:00,1484.659928343614,1483.4300760998906
2005-01-10,10:05:00,1483.4399826778442,1484.3581657105894
2005-01-10,10:10:00,1484.678946453659,1486.1798949779393
2005-01-10,10:15:00,1486.3427662845445,1486.2558187171967
2005-01-10,10:20:00,1486.1933106144993,1486.436295359893
2005-01-10,10:25:00,1486.5656843026843,1486.6376719096609
2005-01-10,10:30:00,1486.437039878777,1486.275805369288
2005-01-10,10:35:00,1486.1531866852888,1486.075506036172
2005-01-10,10:40:00,1486.0611542724507,1485.8651552273354
2005-01-10,10:45:00,1485.7441294884516,1484.573402125752
2005-01-10,10:50:00,1484.5612467396122,1484.7529559850996
2005-01-10,10:55:00,1484.6946385409142,1487.3976957377513
2005-01-10,11:00:00,1487.629405939147,1493.9641428363598
2005-01-10,11:05:00,1494.017773913383,1493.2977386440823
2005-01-10,11:10:00,1493.2675775378495,1490.956072292639
2005-01-10,11:15:00,1490.9273811582202,1492.0404803024078
2005-01-10,11:20:00,1491.890350655152,1492.454690026873
2005-01-10,11:25:00,1492.2555365464077,1491.4926242493848
2005-01-10,11:30:00,1491.652860665571,1491.433661428455
2005-01-10,13:05:00,1491.7981781118044,1491.615598511525
2005-01-10,13:10:00,1491.3243020389668,1491.5937119533858
2005-01-10,13:15:00,1491.4803201510597,1490.7225394090142
2005-01-10,13:20:00,1490.6119912677118,1489.9731514180355
2005-01-10,13:25:00,1490.0194679104084,1490.0498940291982
2005-01-10,13:30:00,1489.955221006872,1489.8698396918958
2005-01-10,13:35:00,1489.8004297774771,1490.6387376902217
2005-01-10,13:40:00,1490.6770398828726,1490.8784259651056
2005-01-10,13:45:00,1490.979005565385,1491.9904593338522
2005-01-10,13:50:00,1491.8038025169212,1493.179461241574
2005-01-10,13:55:00,1493.1954736345972,1496.0079111976695
2005-01-10,14:00:00,1496.0093230187858,1496.8568234946924
2005-01-10,14:05:00,1496.883562294507,1496.3005031919963
2005-01-10,14:10:00,1496.5555384643687,1496.705404049857
2005-01-10,14:15:00,1496.683706242508,1498.9911094860445
2005-01-10,14:20:00,1499.0621104399054,1501.900011297766
2005-01-10,14:25:00,1502.0703163499518,1502.2225089151616
2005-01-10,14:30:00,1502.145904529859,1500.9321504785105
2005-01-10,14:35:00,1500.901786321766,1499.7837453282762
2005-01-10,14:40:00,1500.0177977588803,1499.2637910859503
2005-01-10,14:45:00,1499.2445556236246,1498.891994135438
2005-01-10,14:50:00,1498.8345403700428,1500.0768683015776
2005-01-10,14:55:00,1500.0588130104147,1501.5865146352548
2005-01-10,15:00:00,1501.379418351626,1502.7148521013023
2005-01-11,09:35:00,1505.621333709509,1505.0674905074695
2005-01-11,09:40:00,1504.9566782326588,1503.8557710143448
2005-01-11,09:45:00,1503.757598202266,1503.8271835773976
2005-01-11,09:50:00,1503.790529681959,1504.7164164223204
2005-01-11,09:55:00,1504.514279141505,1506.1832096603905
2005-01-11,10:00:00,1506.5400826886507,1508.654888537814
2005-01-11,10:05:00,1508.997957058121,1509.78470287444
2005-01-11,10:10:00,1510.0366636999502,1509.748436319867
2005-01-11,10:15:00,1509.892638237562,1511.859482300407
2005-01-11,10:20:00,1511.9989553767075,1513.626015889956
2005-01-11,10:25:00,1513.893214404625,1511.6377374448953
2005-01-11,10:30:00,1511.546489686862,1510.57069208496
2005-01-11,10:35:00,1510.4618798101492,1509.439169765295
2005-01-11,10:40:00,1509.3801282887882,1507.7654494113644
2005-01-11,10:45:00,1507.6602016533311,1506.537742148931
2005-01-11,10:50:00,1506.4944794777873,1507.2759628631643
2005-01-11,10:55:00,1507.263071278567,1507.2900313834716
2005-01-11,11:00:00,1507.3506978900034,1506.237551020717
2005-01-11,11:05:00,1506.319880150353,1505.109280582716
2005-01-11,11:10:00,1505.063884754387,1505.138482980814
2005-01-11,11:15:00,1505.266980558696,1506.2193949433622
2005-01-11,11:20:00,1506.3110946791403,1506.6780025180578
2005-01-11,11:25:00,1506.7454897868638,1507.049507862797
2005-01-11,11:30:00,1506.9362371845943,1507.9339651651817
2005-01-11,13:05:00,1508.750010525117,1508.2137918726992
2005-01-11,13:10:00,1508.4775560051537,1508.4448979860845
2005-01-11,13:15:00,1508.3882626469826,1508.5175067617895
2005-01-11,13:20:00,1508.5233921609415,1508.2547308790474
2005-01-11,13:25:00,1508.2182727158574,1507.4257936943125
2005-01-11,13:30:00,1507.473824861743,1505.8818170948855
2005-01-11,13:35:00,1505.7110339256906,1505.2677570620417
2005-01-11,13:40:00,1505.336246632865,1503.480341095964
2005-01-11,13:45:00,1503.4168038631883,1501.0358416964689
2005-01-11,13:50:00,1500.9533503040325,1501.808829325577
2005-01-11,13:55:00,1501.8659732722426,1502.5693544276628
2005-01-11,14:00:00,1502.587108491243,1502.6197729359596
2005-01-11,14:05:00,1502.5618692206724,1501.9503585512932
2005-01-11,14:10:00,1502.0315460362808,1503.0041077706371
2005-01-11,14:15:00,1503.0704889260576,1504.4428182958952
2005-01-11,14:20:00,1504.358047497591,1505.01343920229
2005-01-11,14:25:00,1505.0689661259892,1504.395573700685
2005-01-11,14:30:00,1504.4530215547989,1504.8343169747848
2005-01-11,14:35:00,1504.6976108133597,1505.4338652372423
2005-01-11,14:40:00,1505.5104652852826,1506.2608423170727
2005-01-11,14:45:00,1506.3688400150554,1507.7493110295409
2005-01-11,14:50:00,1507.7180421729513,1508.1161400390756
2005-01-11,14:55:00,1508.024450612374,1508.6399188444389
2005-01-11,15:00:00,1508.583494390898,1510.7260847504665
2005-01-12,09:35:00,1493.9452391970235,1491.98096935536
2005-01-12,09:40:00,1491.8038060246872,1491.6653140659098
2005-01-12,09:45:00,1491.7274945827385,1490.7665177520958
2005-01-12,09:50:00,1490.609542788612,1490.3478933413005
2005-01-12,09:55:00,1490.3742289567172,1490.0674247925422
2005-01-12,10:00:00,1489.7371324039082,1489.9372014306557
2005-01-12,10:05:00,1489.995036614548,1489.017077592447
2005-01-12,10:10:00,1488.8050782148334,1488.339534797189
2005-01-12,10:15:00,1488.2952320686488,1489.106419813451
2005-01-12,10:20:00,1489.1223997560262,1489.5045988448455
2005-01-12,10:25:00,1489.653267586133,1490.4562059284224
2005-01-12,10:30:00,1490.768492333855,1490.7546914226743
2005-01-12,10:35:00,1490.7946397231449,1489.4401766348014
2005-01-12,10:40:00,1489.3712696939542,1488.4368118668262
2005-01-12,10:45:00,1487.8828470025865,1485.7452705570026
2005-01-12,10:50:00,1485.676090040174,1485.8763636161552
2005-01-12,10:55:00,1485.7563958806456,1485.9818803707872
2005-01-12,11:00:00,1486.061148345291,1485.8463896567823
2005-01-12,11:05:00,1485.8560978905343,1485.4893752008338
2005-01-12,11:10:00,1485.483729006517,1484.9555732855424
2005-01-12,11:15:00,1484.972505262906,1485.4318696491566
2005-01-12,11:20:00,1485.337163282563,1485.1561967918265
2005-01-12,11:25:00,1485.167873383475,1484.7173270945602
2005-01-12,11:30:00,1484.7255392534928,1484.8905154617494
2005-01-12,13:05:00,1484.7048041160654,1483.5602886062063
2005-01-12,13:10:00,1483.571037577196,1482.6781064628808
2005-01-12,13:15:00,1482.7030857830691,1482.9122741502583
2005-01-12,13:20:00,1483.222176734401,1483.580471853243
2005-01-12,13:25:00,1483.3331782198356,1484.0245899489114
2005-01-12,13:30:00,1484.1394263775765,1484.3648858312015
2005-01-12,13:35:00,1484.294361848596,1484.0615229303855
2005-01-12,13:40:00,1483.7949538538385,1484.4075235527716
2005-01-12,13:45:00,1484.432534515064,1485.6068370029418
2005-01-12,13:50:00,1485.6299366676826,1487.7820962640374
2005-01-12,13:55:00,1487.8575807541786,1487.6467389646984
2005-01-12,14:00:00,1487.6382344171318,1486.283717040114
2005-01-12,14:05:00,1486.165132885232,1485.972477214057
2005-01-12,14:10:00,1485.93540421233,1486.430964193744
2005-01-12,14:15:00,1487.010929057984,1488.0491601706317
2005-01-12,14:20:00,1488.2892441346514,1488.3037583997375
2005-01-12,14:25:00,1488.381775345231,1488.6346810413054
2005-01-12,14:30:00,1488.5961971735503,1487.9154926741166
2005-01-12,14:35:00,1487.8029728075533,1488.64951646586
2005-01-12,14:40:00,1488.645241645106,1490.8760929114435
2005-01-12,14:45:00,1491.1061317815218,1492.813538431907
2005-01-12,14:50:00,1492.8332131563966,1493.437031013071
2005-01-12,14:55:00,1493.5431410177175,1493.2132923819877
2005-01-12,15:00:00,1493.2261416401038,1494.3991993228346
2005-01-13,09:35:00,1505.756822294461,1503.1616333096676
2005-01-13,09:40:00,1503.1022513547537,1501.582665010077
2005-01-13,09:45:00,1501.4562514137754,1501.3434164596654
2005-01-13,09:50:00,1501.5329351500252,1502.0272877538966
2005-01-13,09:55:00,1502.08764746489,1502.8712190589818
2005-01-13,10:00:00,1503.1459428525095,1502.68539219357
2005-01-13,10:05:00,1502.7087562761049,1502.3064171140495
2005-01-13,10:10:00,1502.3817849137415,1501.7067970467892
2005-01-13,10:15:00,1501.7271358816522,1502.2115181637585
2005-01-13,10:20:00,1502.2640469649912,1503.074227861086
2005-01-13,10:25:00,1503.1423396760522,1504.887976843264
2005-01-13,10:30:00,1504.8339003868432,1504.9341512866215
2005-01-13,10:35:00,1504.9423432751655,1504.835566250713
2005-01-13,10:40:00,1504.8481897079391,1505.3083096116034
2005-01-13,10:45:00,1505.1756090435726,1505.4692543585047
2005-01-13,10:50:00,1505.4750128561934,1505.6372015137945
2005-01-13,10:55:00,1505.744486790541,1505.323104835627
2005-01-13,11:00:00,1505.4346676276143,1505.0197881856632
2005-01-13,11:05:00,1504.8987400396863,1505.4095961971188
2005-01-13,11:10:00,1505.3456005686603,1505.4100192499093
2005-01-13,11:15:00,1505.6109737804916,1506.8637611839874
2005-01-13,11:20:00,1506.793223639672,1507.632411911059
2005-01-13,11:25:00,1507.7082818965218,1509.125173739691
2005-01-13,11:30:00,1509.2022438023962,1509.7182636969503
2005-01-13,13:05:00,1510.306414201404,1510.76394496579
2005-01-13,13:10:00,1510.6874963381356,1509.7971046585624
2005-01-13,13:15:00,1509.829228933768,1509.6389338733404
2005-01-13,13:20:00,1509.654093179899,1509.9642757119543
2005-01-13,13:25:00,1509.957356212725,1510.548227179764
2005-01-13,13:30:00,1510.487351127778,1511.2881072760997
2005-01-13,13:35:00,1511.138012620107,1510.961756308189
2005-01-13,13:40:00,1510.9591116476413,1510.7389317921445
2005-01-13,13:45:00,1510.8182147195243,1510.5564285657756
2005-01-13,13:50:00,1510.4292113295594,1508.2364346322993
2005-01-13,13:55:00,1508.0091342187538,1504.879284573081
2005-01-13,14:00:00,1504.6659140968295,1505.8144408758878
2005-01-13,14:05:00,1505.8374907168472,1506.0066321510265
2005-01-13,14:10:00,1505.9360700134234,1505.9559501097588
2005-01-13,14:15:00,1506.0246530271568,1506.4757732580135
2005-01-13,14:20:00,1506.4377213948796,1508.0912356546762
2005-01-13,14:25:00,1508.112198273957,1508.5448998235645
2005-01-13,14:30:00,1508.6406600162354,1508.3101632426042
2005-01-13,14:35:00,1508.2660160690934,1507.6548291064748
2005-01-13,14:40:00,1507.8103414031184,1507.3742245622266
2005-01-13,14:45:00,1507.3838446294872,1507.0402205178775
2005-01-13,14:50:00,1507.0773855637676,1507.1170588619525
2005-01-13,14:55:00,1507.39582140399,1507.0549692318853
2005-01-13,15:00:00,1506.9970025682555,1508.2257452747613
2005-01-14,09:35:00,1505.8158534254371,1505.9833099726932
2005-01-14,09:40:00,1506.0012289616268,1505.7292551768842
2005-01-14,09:45:00,1505.5982322673945,1507.7808113890478
2005-01-14,09:50:00,1508.0398180024647,1509.3963040688643
2005-01-14,09:55:00,1509.460541669413,1509.6047643893028
2005-01-14,10:00:00,1509.5696914089483,1510.2922674613635
2005-01-14,10:05:00,1510.2319247594928,1513.5647419547538
2005-01-14,10:10:00,1513.8096793666432,1522.7672932110884
2005-01-14,10:15:00,1522.6420619874273,1520.6942660497132
2005-01-14,10:20:00,1520.4977138529057,1517.900668978163
2005-01-14,10:25:00,1517.7887549488216,1518.2688217888178
2005-01-14,10:30:00,1518.327597178574,1517.3925811171496
2005-01-14,10:35:00,1517.2606578763305,1516.784971763001
2005-01-14,10:40:00,1516.7367651026543,1516.434710072197
2005-01-14,10:45:00,1516.3235303366962,1516.757052774068
2005-01-14,10:50:00,1516.9683047822164,1516.2082582536489
2005-01-14,10:55:00,1516.1004916023116,1515.166291082323
2005-01-14,11:00:00,1515.1271677945745,1511.7581104007045
2005-01-14,11:05:00,1511.7866446476146,1510.5504757755348
2005-01-14,11:10:00,1510.5926054401712,1511.8335558423653
2005-01-14,11:15:00,1512.0520376568793,1512.11662032083
2005-01-14,11:20:00,1512.283127406365,1512.4979545189292
2005-01-14,11:25:00,1512.4360508818318,1511.5825237213976
2005-01-14,11:30:00,1511.4602528191158,1511.238288245851
2005-01-14,13:05:00,1511.2967877737328,1511.0966668475155
2005-01-14,13:10:00,1511.3170445049443,1511.8286052036417
2005-01-14,13:15:00,1511.8446694455763,1512.3200147455082
2005-01-14,13:20:00,1512.4077773814893,1512.202657872567
2005-01-14,13:25:00,1512.4303579204377,1511.5767247125634
2005-01-14,13:30:00,1511.6820187608644,1509.9563789395731
2005-01-14,13:35:00,1509.950561273135,1507.917912003836
2005-01-14,13:40:00,1507.9367504547618,1506.584117010358
2005-01-14,13:45:00,1506.576701091604,1507.344832646594
2005-01-14,13:50:00,1507.774145825558,1507.8263350090665
2005-01-14,13:55:00,1507.8304505026322,1508.2146413380838
2005-01-14,14:00:00,1508.2538647675617,1508.6974875831922
2005-01-14,14:05:00,1508.690080875916,1508.1238137524608
2005-01-14,14:10:00,1508.0160870162742,1507.3414035010055
2005-01-14,14:15:00,1507.294681960941,1506.108327686061
2005-01-14,14:20:00,1506.0447563585903,1505.2200248993408
2005-01-14,14:25:00,1505.2782006194857,1502.6134975004954
2005-01-14,14:30:00,1502.4579030270058,1499.9610449723586
2005-01-14,14:35:00,1499.8537598990065,1500.5101994368383
2005-01-14,14:40:00,1500.4458796444574,1500.8395022235586
2005-01-14,14:45:00,1500.7526831398252,1498.7337828084956
2005-01-14,14:50:00,1498.486586540393,1495.1551318853722
2005-01-14,14:55:00,1495.3252835152616,1495.3126455843246
2005-01-14,15:00:00,1495.2364360893876,1496.8415844135093
2005-01-17,09:35:00,1472.6421630586506,1469.917094756178
2005-01-17,09:40:00,1470.3047889657732,1477.4294015018395
2005-01-17,09:45:00,1477.6056040401338,1477.1090303768865
2005-01-17,09:50:00,1476.9680244790738,1477.9033623486378
2005-01-17,09:55:00,1478.243587183134,1482.2549556372087
2005-01-17,10:00:00,1482.1133793838646,1482.8314180784562
2005-01-17,10:05:00,1482.9193383581865,1481.3354208681533
2005-01-17,10:10:00,1481.1249404744583,1480.413036593117
2005-01-17,10:15:00,1480.2871404226566,1479.8008297110682
2005-01-17,10:20:00,1479.5760281052087,1478.4165804488837
2005-01-17,10:25:00,1478.405461775013,1477.895330787498
2005-01-17,10:30:00,1478.0364064230228,1477.8651585152952
2005-01-17,10:35:00,1477.860581743932,1478.0919514336456
2005-01-17,10:40:00,1477.9724031153064,1475.7402410846707
2005-01-17,10:45:00,1475.5669383429722,1470.5630940979677
2005-01-17,10:50:00,1470.5988823541445,1471.9044989155468
2005-01-17,10:55:00,1471.999875220693,1472.5359462534527
2005-01-17,11:00:00,1472.4192771891658,1471.681247182084
2005-01-17,11:05:00,1471.6286350238454,1470.698228452608
2005-01-17,11:10:00,1470.5826796162492,1470.804323794238
2005-01-17,11:15:00,1470.7406103965568,1469.59190134263
2005-01-17,11:20:00,1469.3419925995154,1468.4257690600668
2005-01-17,11:25:00,1468.191796218043,1465.390970243904
2005-01-17,11:30:00,1465.1839984379187,1463.743193265333
2005-01-17,13:05:00,1462.2944557583824,1461.900364760507
2005-01-17,13:10:00,1461.7101130270444,1462.3876862316818
2005-01-17,13:15:00,1462.4026516218355,1463.7696713873502
