Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,0.2912,1.5138,2.0942,0.805,1.8369,2.5441,1.4997,1.5759,1.3647,1.965,1.0483,1.1128,1.0813
G02,2.3947,1.593,3.1619,1.3417,1.7457,1.7294,1.408,2.1691,1.8809,2.1495,0.4185,0.8653,2.005
G03,2.1163,2.7723,2.3051,2.2862,2.7714,2.1812,2.3141,3.4131,2.0944,2.9526,2.3095,2.8517,2.3868
HML,1.8252,1.2585,0.2109,1.4812,0.9345,-0.363,0.8144,1.8373,0.7297,0.9875,1.2612,1.7389,1.3055
t,1.5972,0.9804,0.5027,0.6241,0.76,-0.2408,0.7726,1.4414,0.5933,0.7614,1.3371,1.1924,1.2262
,,,,,,,,,,,,,
Alpha,3.077***,3.867,0.852,2.4143,-3.3354**,3.4898,3.1484*,-0.7475,1.4082,4.7994**,-1.8165,0.2325,-3.9518***
Alpha_t,3.8721,1.5469,0.3417,0.7634,-2.4432,1.3617,1.8725,-0.3551,0.5039,2.135,-1.316,0.1545,-3.6237
