Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.8841,2.969,3.4136,2.4376,3.1242,3.7923,2.696,3.6456,2.7833,3.5575,1.2382,2.0429,2.2292
G02,1.9904,2.2889,2.3417,-0.2522,2.7765,1.3941,0.8459,1.738,1.8504,1.4794,1.7279,0.8003,2.1964
G03,0.9278,0.6212,1.8059,2.2475,0.4533,1.2683,1.6799,1.7744,0.7063,2.0302,0.8102,1.9866,1.0474
HML,-0.9563,-2.3479**,-1.6078,-0.1901,-2.6708*,-2.524***,-1.0161,-1.8713,-2.0771*,-1.5273,-0.428,-0.0563,-1.1817
t,-1.189,-2.8476,-1.4016,-0.2098,-2.0919,-4.4995,-1.6965,-1.0524,-1.9216,-1.0651,-1.0826,-0.0841,-1.3236
,,,,,,,,,,,,,
Alpha,-4.9629**,-5.1433**,4.7952***,-4.7621***,1.2018,4.6877***,-3.6938***,-0.3036,-7.823***,0.6463,0.0016,1.0064,1.7218
Alpha_t,-2.6489,-2.1978,6.3821,-4.0635,0.4005,6.0448,-4.3185,-0.1737,-5.0512,0.3343,0.0015,0.4725,0.4614
