Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,0.9336,1.9183,1.8669,0.5177,2.2806,3.0011,1.8814,1.9449,2.4636,2.8078,0.2502,0.7923,1.0115
G02,1.814,1.7331,3.7165,1.629,1.9911,1.4782,1.5708,2.2996,1.5662,1.9468,1.5256,0.955,2.225
G03,2.0546,2.2277,1.9778,2.2862,2.0823,1.9754,1.7695,2.9135,1.3102,2.3125,2.0004,3.0825,2.2365
HML,1.121,0.3094,0.1109,1.7685,-0.1983,-1.0258,-0.1119,0.9686,-1.1535,-0.4954,1.7503*,2.2902,1.225
t,0.8904,0.248,0.1779,0.8656,-0.1405,-0.6582,-0.1279,0.6134,-0.9069,-0.5242,1.9665,1.403,0.9395
,,,,,,,,,,,,,
Alpha,0.7035,4.0903**,2.5519,1.3162,-4.2425***,5.6286**,3.3496*,-0.1517,1.2556,5.1135*,-4.3896***,-0.0882,-2.8809**
Alpha_t,0.3143,2.6667,1.1697,0.4211,-2.9143,2.6928,1.9719,-0.0688,0.4568,1.8753,-3.6623,-0.0469,-2.4726
