Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.1271,0.9053,3.3003,2.1931,1.7368,2.754,2.3425,1.8473,0.4499,2.5734,1.0476,2.818,2.824
G02,2.0536,2.6941,1.6282,0.0858,2.3476,1.8593,0.4657,2.3481,2.5058,2.524,1.9996,0.4552,-0.3858
G03,1.6216,2.2797,2.6327,2.1539,2.2696,1.8414,2.4136,2.9627,2.3843,1.9697,0.729,1.5566,3.0348
HML,0.4945,1.3744,-0.6676,-0.0392,0.5328,-0.9126,0.071,1.1155,1.9344*,-0.6037,-0.3187,-1.2614,0.2108
t,0.4376,1.1008,-0.3821,-0.0267,0.2176,-0.4744,0.0813,0.5393,2.1794,-0.3733,-0.6365,-0.9473,0.1537
,,,,,,,,,,,,,
Alpha,-3.1972**,2.493,-0.3486,0.229,-3.7987*,-4.3564*,-0.878,-2.2237,2.4303,-4.5323**,3.5348***,-1.2151,-1.4401
Alpha_t,-2.2084,1.4224,-0.1213,0.1211,-1.7719,-1.9725,-0.474,-1.0541,0.9518,-2.6609,3.5674,-0.6199,-1.0414
