Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.0341,0.21,2.0334,2.1568,0.178,1.4725,0.6999,1.6277,0.4242,2.2138,0.7478,2.0733,0.2411
G02,2.2097,3.6377,2.5699,0.0483,4.2013,1.8621,2.2003,3.8739,2.6492,2.247,1.4795,0.9836,2.3027
G03,1.5584,2.0314,2.9578,2.2278,1.9747,3.12,2.3215,1.6565,2.2666,2.6063,1.5489,1.7728,2.9292
HML,0.5243,1.8214*,0.9243,0.071,1.7966*,1.6475,1.6217,0.0288,1.8425**,0.3926,0.801*,-0.3005,2.688**
t,0.9363,2.0622,0.6673,0.0467,1.8972,1.4024,1.4619,0.0196,2.4639,0.2397,2.3228,-0.2073,2.7488
,,,,,,,,,,,,,
Alpha,-1.6703,-1.1566,-1.985,0.8275,3.4705**,-6.0997***,-3.4431**,0.6673,1.9613,-2.5471,2.216**,-0.6423,1.0293
Alpha_t,-1.4594,-0.9584,-1.4175,0.3722,2.0798,-6.8502,-2.242,0.627,0.6232,-1.4112,2.7707,-0.3518,0.3533
