Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,2.028,2.5411,3.0722,2.0451,2.3142,3.1155,2.7949,2.5187,2.5932,2.7576,2.0264,2.2013,2.3112
G02,1.9197,1.5759,2.6697,0.8114,1.9575,1.3638,0.9286,1.6094,1.2943,1.9047,0.748,0.9161,1.2351
G03,0.8545,1.7621,1.8192,1.5764,2.0823,1.9754,1.4983,3.03,1.4525,2.4048,1.5611,1.8634,1.9268
HML,-1.1736,-0.779,-1.253,-0.4687,-0.2319,-1.1402,-1.2966,0.5113,-1.1406,-0.3529,-0.4653,-0.338,-0.3844
t,-1.5606,-0.6541,-1.0813,-0.3211,-0.1356,-0.7725,-1.4218,0.3194,-1.2052,-0.3176,-1.5544,-0.6261,-0.2307
,,,,,,,,,,,,,
Alpha,1.5325,6.6624***,2.5278,0.0829,-6.4626***,4.2456***,4.445***,0.0718,4.5014***,3.5565,-3.2609*,-4.3914***,-6.2505**
Alpha_t,1.0497,3.9019,0.8377,0.0197,-2.9199,3.0729,6.9757,0.0201,2.9361,1.0587,-2.0359,-3.0893,-2.432
