Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.5949,1.6246,2.6346,0.77,1.4353,1.4816,1.2095,2.1678,1.0461,2.3013,0.7358,0.4307,1.285
G02,1.1991,2.2176,2.2053,1.4938,2.6011,1.3612,1.7695,2.8763,2.7645,2.1711,1.7092,1.7219,3.6173
G03,2.0082,2.037,2.7212,2.1691,2.3176,3.6119,2.2427,2.114,1.5294,2.5947,1.3312,2.6772,0.5707
HML,0.4133,0.4124,0.0866,1.3992,0.8822,2.1304*,1.0332,-0.0538,0.4834,0.2934,0.5954,2.2466,-0.7144
t,0.4098,0.3565,0.1858,1.5065,0.7806,2.0274,0.7951,-0.0507,0.5534,0.2913,0.8618,1.7388,-0.8722
,,,,,,,,,,,,,
Alpha,-3.7165,-9.3588***,-0.67,-0.4282,2.8491,-6.1752***,-3.3869,-5.2463*,-6.1119***,-4.8029**,-2.621,3.8437*,1.9654
Alpha_t,-1.4761,-5.8654,-0.3163,-0.2349,0.7609,-3.9223,-1.2909,-1.8892,-6.1887,-2.2606,-1.3594,1.7859,0.8445
