Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.3739,2.6386,3.0436,2.157,3.1242,2.7983,2.1986,3.5901,2.553,3.0974,1.7178,1.9877,2.1444
G02,2.5777,2.6194,2.7598,0.2257,2.7765,2.318,1.4528,1.84,2.0807,1.7081,1.262,1.6373,2.3757
G03,0.8507,0.6212,1.7578,2.0501,0.4533,1.3383,1.5704,1.728,0.7063,2.2616,1.3557,1.3557,0.9529
HML,-0.5232,-2.0175*,-1.2857,-0.1069,-2.6708*,-1.46*,-0.6283,-1.8621,-1.8467,-0.8359,-0.3621,-0.632,-1.1915
t,-0.6831,-2.0528,-1.2295,-0.1215,-2.0919,-2.2387,-0.8075,-1.083,-1.6731,-0.6966,-0.5685,-0.941,-1.2853
,,,,,,,,,,,,,
Alpha,-3.1054,-2.6544,4.4504***,-5.2207***,1.2018,5.5774***,0.1466,0.7896,-4.5013*,2.3983,0.5605,-0.2753,1.4104
Alpha_t,-1.6477,-1.3147,3.9255,-3.5044,0.4005,4.7443,0.1841,0.4525,-1.9221,1.1434,0.3477,-0.1392,0.3845
