Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.2431,1.8629,2.8788,1.7506,1.9305,2.5385,0.9343,1.911,0.4327,2.2214,1.7121,2.1332,1.7083
G02,1.6885,1.5835,1.8771,1.1747,1.812,0.7962,2.5236,1.7333,2.7517,2.6084,0.44,0.4221,1.9265
G03,1.8706,2.4327,2.8052,1.5075,2.6115,3.12,1.7638,3.5138,2.1556,2.2373,1.6242,2.2745,1.8382
HML,0.6276,0.5698,-0.0736,-0.2431,0.681,0.5815,0.8295,1.6028,1.7229***,0.0159,-0.0879,0.1414,0.13
t,0.8071,0.5414,-0.0473,-0.1377,0.4587,0.4032,1.3588,1.1551,4.8812,0.0096,-0.1223,0.0883,0.1388
,,,,,,,,,,,,,
Alpha,-0.4686,-1.0957,-0.7519,-0.8615,-3.3567*,-3.8253*,-0.575,-1.4886,0.1454,-3.4982*,-2.1072,-1.2708,-1.8297
Alpha_t,-0.1567,-0.5414,-0.2566,-0.3057,-1.9463,-1.8133,-0.2153,-0.7917,0.0574,-1.8619,-0.9947,-0.6456,-1.5279
