Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.9275,1.5587,1.8392,0.2566,1.6724,0.5797,1.7943,1.3167,0.2516,1.6375,0.6781,0.7673,1.2461
G02,0.6813,2.0305,2.6729,1.9696,2.0331,2.7708,0.9497,3.7211,3.0479,1.9341,1.5217,2.0778,3.3737
G03,2.1934,2.29,3.0491,2.2066,2.6485,3.1041,2.4777,2.1203,2.0405,3.4955,2.1357,2.1357,0.8532
HML,0.2659,0.7313,1.2099*,1.95,0.9761,2.5244*,0.6835,0.8036,1.7889*,1.858**,1.4575,1.3684,-0.393
t,0.2298,0.7049,2.0559,1.6514,1.0448,2.023,0.491,1.0855,2.1203,2.8458,1.1375,1.2982,-0.4628
,,,,,,,,,,,,,
Alpha,-1.944***,-6.3959***,1.0673*,-1.2222,1.9571,-6.5117***,-2.0794,-2.6508*,-4.1809***,-5.9649***,-1.0151,-0.0371,0.9558
Alpha_t,-3.0749,-3.0982,1.7474,-0.3748,0.8876,-3.005,-0.6242,-1.9375,-3.1211,-4.6481,-0.4376,-0.0144,0.4429
