Group,BM,ME,REV,IVOL,ILLIQ,MAX,MIN,CSK,CKT,RSJ,beta,Beta_neg,disconBeta
G01,1.8841,2.4717,3.4136,2.4376,3.1242,3.9015,2.1986,3.6456,2.286,3.5423,1.2716,2.0762,2.2625
G02,1.9904,2.7738,2.4028,-0.2825,2.764,1.2849,1.3432,1.7845,2.3477,1.2562,1.7556,0.7978,2.2575
G03,0.9278,0.6336,1.7447,2.2778,0.4658,1.2683,1.6799,1.728,0.7063,2.2686,0.749,1.9557,0.9529
HML,-0.9563,-1.8381*,-1.6689,-0.1598,-2.6584*,-2.6332***,-0.5188,-1.9177,-1.5797,-1.2737,-0.5225,-0.1205,-1.3096
t,-1.189,-2.0461,-1.4425,-0.179,-2.0662,-4.6792,-0.7418,-1.0787,-1.4853,-0.943,-1.505,-0.1872,-1.387
,,,,,,,,,,,,,
Alpha,-4.9629**,-2.4902,4.5385***,-4.7347***,1.2152,4.1266***,-1.0542,-0.4671,-5.1833***,1.7432,-0.4663,0.5659,1.0427
Alpha_t,-2.6489,-1.2437,6.1318,-4.0469,0.4053,5.5686,-1.4239,-0.282,-3.3831,0.8802,-0.4919,0.2771,0.2867
