stkcd,date,time,open,high,low,close,volume,turnover
1,2005-01-04,09:30:00,6.57,6.57,6.57,6.57,10500.0,69104.0
1,2005-01-04,09:31:00,6.57,6.57,6.56,6.56,16000.0,105098.0
1,2005-01-04,09:32:00,6.56,6.56,6.55,6.56,10300.0,67474.0
1,2005-01-04,09:33:00,6.54,6.56,6.54,6.56,3100.0,20287.0
1,2005-01-04,09:34:00,6.56,6.56,6.56,6.56,4800.0,31444.0
1,2005-01-04,09:35:00,6.52,6.55,6.5,6.5,19500.0,126972.0
1,2005-01-04,09:36:00,6.54,6.54,6.5,6.5,2800.0,18261.0
1,2005-01-04,09:37:00,6.5,6.5,6.48,6.5,7800.0,50690.0
1,2005-01-04,09:38:00,6.48,6.5,6.46,6.5,4500.0,29152.0
1,2005-01-04,09:39:00,6.5,6.53,6.5,6.53,3400.0,22148.0
1,2005-01-04,09:40:00,6.54,6.54,6.5,6.53,12200.0,79385.46999999997
1,2005-01-04,09:41:00,6.5,6.53,6.5,6.53,5301.0,34569.52000000002
1,2005-01-04,09:42:00,6.54,6.54,6.53,6.53,4700.0,30724.0
1,2005-01-04,09:43:00,6.54,6.54,6.53,6.53,12100.0,79139.0
1,2005-01-04,09:44:00,6.54,6.54,6.54,6.54,2400.0,15696.0
1,2005-01-04,09:45:00,6.53,6.54,6.53,6.54,6100.0,39853.0
1,2005-01-04,09:46:00,6.53,6.54,6.52,6.52,13000.0,84871.48999999999
1,2005-01-04,09:47:00,6.52,6.52,6.5,6.52,5800.0,37785.0
1,2005-01-04,09:48:00,6.52,6.52,6.5,6.5,7050.0,45852.0
1,2005-01-04,09:49:00,6.5,6.5,6.48,6.48,10000.0,64898.0
1,2005-01-04,09:50:00,6.49,6.49,6.48,6.48,7000.0,45405.0
1,2005-01-04,09:51:00,6.5,6.5,6.48,6.48,3300.0,21430.0
1,2005-01-04,09:52:00,6.5,6.5,6.49,6.49,4300.0,27945.0
1,2005-01-04,09:53:00,6.49,6.5,6.49,6.49,7100.0,46102.0
1,2005-01-04,09:54:00,6.49,6.49,6.48,6.48,7800.0,50581.0
1,2005-01-04,09:55:00,6.49,6.49,6.49,6.49,4700.0,30502.0
1,2005-01-04,09:56:00,6.48,6.49,6.48,6.49,7400.0,48008.0
1,2005-01-04,09:57:00,6.48,6.49,6.48,6.49,9000.0,58408.0
1,2005-01-04,09:58:00,6.49,6.5,6.48,6.5,14400.0,93451.0
1,2005-01-04,09:59:00,6.5,6.5,6.49,6.5,13300.0,86449.0
1,2005-01-04,10:00:00,6.49,6.5,6.49,6.5,35700.0,232025.0
1,2005-01-04,10:01:00,6.5,6.5,6.47,6.5,40200.0,260926.0
