Group,AvgRet,Alpha
BQ100_G01,1.17,0.7141
BQ100_G02,1.2364,1.4292
BQ100_G03,-0.6811,-1.3334
HML,-1.8511,-2.0474
t,-2.0649,-2.8871
p,0.0567,0.0086
