Trddt,conBeta,disconBeta,Stkcd
2005-07-11,1.0835911601454487,1.2415408185356533,9
2005-07-12,1.050358858579658,1.1305255533761502,9
2005-07-13,1.0655688595854207,1.126364011336482,9
2005-07-14,1.0642023455696765,1.1268035345553502,9
2005-07-15,1.0575632138955644,1.1288194461779661,9
2005-07-18,1.0445585469345555,1.1317725289772034,9
2005-07-19,1.0803941369680021,1.161281984222612,9
2005-07-20,1.1068096824977525,1.172628262903077,9
2005-07-21,1.1094442592883795,1.172785682625765,9
2005-07-22,1.1310306924355877,1.1757044929748075,9
2005-07-25,1.1445954241432106,1.1764035941859492,9
2005-07-26,1.140704658832301,1.1751444960305093,9
2005-07-27,1.1505488677497684,1.1766508367868527,9
2005-07-28,1.1630659121818552,1.1759988229521925,9
2005-07-29,1.1730033033970182,1.1582298769080062,9
2005-08-01,1.1833964318293424,1.1548501251157162,9
2005-08-02,1.199274540160221,1.155704263973994,9
2005-08-03,1.180967932491411,1.1526477823477497,9
2005-08-04,1.1892002382633984,1.1516323761921572,9
2005-08-05,1.1819058746251299,1.1503741707558233,9
2005-08-08,1.186513709667893,1.132396478430741,9
2005-08-09,1.2001849865699794,1.1355015867977059,9
2005-08-10,1.1922646797342809,1.1391315820967407,9
2005-08-11,1.1852895219206387,1.1408013126793106,9
2005-08-16,1.198471950832196,1.1464489265467406,9
2005-08-17,1.1793950935091415,1.1531519472586702,9
2005-08-18,1.2213577259270827,1.1897555551581909,9
2005-08-19,1.2977854320552062,1.248805265894951,9
2005-08-22,1.2951550450537705,1.249420569279953,9
2005-08-23,1.3034044670966258,1.253550899097497,9
2005-08-24,1.3116338819142208,1.2526188490087296,9
2005-08-25,1.3215331149614842,1.254788186007355,9
2005-08-26,1.3318373248070676,1.2539522803465202,9
2005-08-29,1.3435476787596043,1.2560018977327576,9
2005-08-30,1.3484765189737575,1.2570165748826814,9
2005-08-31,1.372602150635771,1.2509831043505804,9
2005-09-01,1.3972868534620508,1.251920430642446,9
2005-09-02,1.4001446866037806,1.2847634029693136,9
2005-09-05,1.4982522287408238,1.5654050374555333,9
2005-09-06,1.5842102925716284,1.6356462287266837,9
2005-09-07,1.632049713733977,1.6595508202370568,9
2005-09-09,1.6114339096511834,1.6797882526861534,9
2005-09-12,1.6394093483080034,1.685133571864664,9
2005-09-13,1.665785515532985,1.6905097453660831,9
2005-09-14,1.6846830251498972,1.6955387210390154,9
2005-09-15,1.7017547631845533,1.6982948585660558,9
2005-09-16,1.7669085557936663,1.7108736297653557,9
2005-09-19,1.7978839880360213,1.7150262370937415,9
2005-09-20,1.8012833834583777,1.7171701982095198,9
2005-09-21,1.7936746299874327,1.7231746312582008,9
2005-09-22,1.868708316020522,1.7426712456683868,9
2005-09-23,1.8660489375136782,1.7587135666239404,9
2005-09-26,1.857187581434879,1.759840403704948,9
2005-09-27,1.8592861179163336,1.7612552006940636,9
2005-09-28,1.8548382811006852,1.7548200808069234,9
2005-09-29,1.8836170479308099,1.7099894372973503,9
2005-10-10,1.8710967432405858,1.700956744563196,9
2005-10-11,1.8903456187836745,1.7039558687392107,9
2005-10-12,1.8808086810919378,1.7060410254203664,9
2005-10-13,1.8850188347461132,1.6890587365277139,9
2005-10-14,1.9222484004892795,1.6711989445311328,9
2005-10-17,1.990039130572919,2.7543265098691054,9
2005-10-19,1.9902163938654611,2.8040865805736237,9
2005-10-20,2.001889457997044,2.836816108102258,9
2005-10-21,2.0065601639310153,2.8480281144538138,9
2005-10-25,2.0036184808173854,2.8260902321638377,9
2005-10-26,1.9210292504171615,2.7832716134434725,9
2005-10-27,1.8812734295611213,2.738864723915496,9
2005-10-28,1.8428855321040043,2.73072140444956,9
2005-10-31,1.807442543077447,2.7985293613783178,9
2005-11-01,1.783727789901315,2.8012271630293,9
2005-11-02,1.7868616755076525,2.8202113360105137,9
2005-11-03,1.7560084633702786,2.8310160285289867,9
2005-11-04,1.7480003694480968,2.8480206625045743,9
2005-11-07,1.70989511660144,2.7668246608008547,9
2005-11-09,1.6928678102667607,2.7730590424084816,9
2005-11-10,1.7153821481994074,2.7764779583168324,9
2005-11-14,1.7367315795902163,2.7597781090501132,9
2005-11-15,1.710725400510243,2.748476761381093,9
2005-11-16,1.753574172720252,2.74567982860091,9
2005-11-17,1.7658769601228497,2.7486611417229225,9
2005-11-18,1.780962752058199,2.680404435131526,9
2005-11-21,1.7740685088149317,2.688788157294117,9
2005-11-22,1.773262775781944,2.7068432174201202,9
2005-11-23,1.7616681934042768,2.712559921980239,9
2005-11-24,1.8047742112077159,2.7125682477609097,9
2005-11-25,1.72420202614952,2.6536247983679297,9
2005-11-28,1.5803123931127043,2.695476850141475,9
2005-11-29,1.5580810123600408,2.708101235501256,9
2005-11-30,1.5431185417728985,2.71093924059122,9
2005-12-01,1.5403987951448412,2.7209854166402088,9
2005-12-02,1.5042082444008205,2.7280443157977103,9
2005-12-07,1.4807662116976879,2.7320715541490133,9
2005-12-08,1.4461696044976375,2.7304348078925824,9
2005-12-09,1.4628293273674753,2.7346066130893614,9
