Trddt,conBeta,disconBeta,Stkcd
2005-07-11,1.4392023599630472,1.450098612450398,10
2005-07-12,1.4230908890702405,1.531899351425165,10
2005-07-13,1.407726699584268,1.5275534955255357,10
2005-07-14,1.405973022345463,1.5296340522039,10
2005-07-15,1.4074494336279022,1.5335800145004848,10
2005-07-18,1.3917718253468516,1.5361222772853451,10
2005-07-19,1.4358827207401559,1.5823605902426945,10
2005-07-20,1.4782268207373541,1.5836704897987512,10
2005-07-21,1.4938493444568797,1.5815469675185796,10
2005-07-22,1.5133907501840511,1.5765176802926577,10
2005-07-25,1.4969006626748071,1.5781879024525334,10
2005-07-26,1.4736298656607063,1.5725851572729597,10
2005-07-27,1.4724266389518355,1.5710608943345261,10
2005-07-28,1.4807771047704517,1.5721436019373238,10
2005-07-29,1.4820667507058078,1.5598408417463372,10
2005-08-01,1.471820632369516,1.5613883752971962,10
2005-08-02,1.4404978563919442,1.5526001424185656,10
2005-08-03,1.4521009842517922,1.5534379946527415,10
2005-08-04,1.4589037481174565,1.5483523972889779,10
2005-08-05,1.4585058428731819,1.549455151837431,10
2005-08-08,1.4411006022310873,1.5457806488316201,10
2005-08-09,1.4361592822942029,1.5572322733387622,10
2005-08-10,1.4351415062066373,1.5576313574107983,10
2005-08-11,1.4433505331630831,1.555993951092779,10
2005-08-16,1.4514614382206745,1.5608687715785516,10
2005-08-17,1.4573363149731429,1.5695266450006198,10
2005-08-18,1.4732595956604022,1.6404216600869694,10
2005-08-19,1.4644538430075311,1.7244009194857874,10
2005-08-22,1.4736904337630916,1.724851613960733,10
2005-08-23,1.4853911960222161,1.7314578027051586,10
2005-08-24,1.4943005976398749,1.7334462884668753,10
2005-08-25,1.5147473910188156,1.736943398778482,10
2005-08-26,1.5437382230370842,1.735946950475555,10
2005-08-29,1.5750734950696605,1.7395571120402191,10
2005-08-30,1.6042645782565725,1.7390185601884611,10
2005-08-31,1.6338063887588594,1.7500670474353213,10
2005-09-01,1.6057090965997696,1.777361359557328,10
2005-09-02,1.6868394973221865,2.292218710159921,10
2005-09-05,1.7746645046202747,2.385775910880802,10
2005-09-06,1.7755852153666645,2.448002783298631,10
2005-09-07,1.8115383922399408,2.493871418590531,10
2005-09-09,1.8256807487236821,2.4984511422773377,10
2005-09-12,1.8448882185355846,2.5031326751037413,10
2005-09-13,1.8728998754770076,2.5108017131031053,10
2005-09-14,1.9316114801630169,2.506301447145627,10
2005-09-15,1.9488179802367915,2.5198217093208397,10
2005-09-16,1.958956819209715,2.5247306092596182,10
2005-09-20,1.9605141495049618,2.527934478641841,10
2005-09-21,1.938336025885713,2.525738124653202,10
2005-09-22,1.8940114257209317,2.523816444198292,10
2005-09-23,1.8768298544654993,2.5273067932764026,10
2005-09-27,1.869704517312754,2.528109278783094,10
2005-09-28,1.8830185754495377,2.5292685305277156,10
2005-09-29,1.900841801729904,2.530622244832378,10
2005-09-30,1.9090148122221007,2.530873269228178,10
2005-10-10,1.862892769419818,2.5194656815995002,10
2005-10-11,1.8684115414113958,2.5173706296628544,10
2005-10-12,1.8765046334395765,2.518593231575492,10
2005-10-13,1.874240211552161,2.5222350920181937,10
2005-10-14,1.842915410186103,2.522933633303939,10
2005-10-18,1.8780046569994457,2.5268082781795105,10
2005-10-19,1.8958831277981398,3.494254436291585,10
2005-10-20,1.896459154056244,3.562741845286065,10
2005-10-21,1.8719478059685635,3.589141994404447,10
2005-10-24,1.865063425920761,3.5971535026021266,10
2005-10-25,1.8681994084089126,3.5881768884946528,10
2005-10-26,1.7917402383277274,3.473247581138715,10
2005-10-27,1.7321874496122178,3.4734120061052485,10
2005-10-28,1.6731948644331158,3.4511997961304077,10
2005-11-01,1.673267193257504,3.602657108293817,10
2005-11-02,1.6896750217834844,3.5782672733498613,10
2005-11-03,1.7268215682384802,3.615049014833306,10
2005-11-04,1.7148967365185923,3.625481156077854,10
2005-11-07,1.6513448102674178,3.5419182637658326,10
2005-11-09,1.6026411589182186,3.534856010755673,10
2005-11-10,1.672291621399579,3.5383959552576307,10
2005-11-14,1.6685980768206645,3.5251667389060666,10
2005-11-16,1.6601062001804483,3.5157111822091545,10
2005-11-17,1.634280002427204,3.519573756299256,10
2005-11-18,1.6376696629611387,3.4334971863893626,10
2005-11-21,1.6376795379641023,3.4411137533793106,10
2005-11-22,1.6148350792143842,3.434023177877692,10
2005-11-23,1.5839002461170262,3.4478417381783304,10
2005-11-24,1.5660030070464046,3.4597888014582288,10
2005-11-25,1.5414395834177403,3.468531015691465,10
2005-11-28,1.5051396725574069,3.4390811970225363,10
2005-11-29,1.4321037353523163,3.2167735191294335,10
2005-11-30,1.425110581144292,2.876695150326762,10
